page,name,link,thumbnail,rating,date,snippet,images,local_guide,label_sentimen
2,maryudi yuanto,https://www.google.com/maps/contrib/104783599176018839470?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXoblG3DUkLltLpOTQPocVg5lUfqjBlW_1kyGX_9OMIUxOLd8qH=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,"Sekolah Tinggi Teknik PLN
S2 Teknik Elektro
S1 Tenik Elektro
S1 Teknik Informatika
S1 Teknik Mesin
S1 Teknik Sipil
DIII Teknik Elektro
DIII Teknik Mesin","['https://lh5.googleusercontent.com/p/AF1QipPlPFUInwWb18DK4ypxm6JTyqHWRr_Ej4JABM00=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNvQhYz9M8bSaGEEi5yynrzlyUDUaQ_1NtPwdph=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMjmTFt95HePshQb9YMz4sdbHV09x2lF0njuAtG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMIkJAsuMTBu-xzhK8fbW-_9DbulOu_LUvDYtD7=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNOaVzq3UILCHrwNFWrh4iRHWPolx-Y66VaZQ5U=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPf_UhAbLCTbiGQ7p1hdoZ6CFl72uKFhOJuRbOv=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPzQ3xF1t_UvskV25XUahIWJMOrQh7958OJbInB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPCbhT_7LmDOrT3PA3kXLmmdK0bl8YmKYUYGO33=w150-h150-k-no-p']",True,netral
2,Arif Febrianto,https://www.google.com/maps/contrib/103122289101646037386?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV86875Xirxft3PpUFjrp9M6H9PjvJ38LBEoY1WpdZruruD2lLAZQ=s120-c-rp-mo-ba6-br100,5.0,setahun lalu,Sekolah khusus untuk teknik listrik terutama arus kuat..,"['https://lh5.googleusercontent.com/p/AF1QipNMvuUnAssl5qvHpLFWylghnozUS15suLrT9TSX=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMwFCIyTRmfYjfGNlCBTNL2Vix4cGMDC5C-dGBU=w150-h150-k-no-p']",True,netral
2,Sinung Abie,https://www.google.com/maps/contrib/109799007189251770275?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU0NdEczRYIlcNSD5to_C4kuACaE4nV07PfelV1Pry7SkHO-LM=s120-c-rp-mo-ba5-br100,5.0,6 bulan lalu,"Biaya kuliahnya mahal. Belum tentu semua mahasiswa/i masuk dalam kelas kerjasama PLN,PJB,IP. karena akan direkrut di pertengahan semester bukan dari awal kita masuk, jadi terkesan PHP. kedepannya lebih baik fokusin untuk kelas kerjasama saja.",[],True,negatif
2,Yan Adeline,https://www.google.com/maps/contrib/105622436196029363850?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIJM-EW5RPjiNZafqK-3zPLYksZybrecQ_X9EmM8Y_a_hXP4Q=s120-c-rp-mo-br100,1.0,setahun lalu,"Pintu masuk dari gerbang depan maupun gerbang belakang jorok dan kumuh.

Pintu masuk gerbang depan: saluran got banyak sampah bau nyengat pas depan Klandata

Pintu masuk gerbang belakang: banyak aktivitas pembakaran sampah, penumpukan sampah berbulan-bulan hingga akhirnya saya harus laporkan ke Dinas Lingkungan Hidup maupun pihak kelurahan",['https://lh5.googleusercontent.com/p/AF1QipPF2_0V9JeLB_l9D8AA2pxpt2s0DUoCQ-PhY8pk=w150-h150-k-no-p'],False,negatif
2,Yulisya Zuriatni,https://www.google.com/maps/contrib/104882924839620979017?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ5VOQAuYLcRcCxRMfQkQIZcB91SqSOLRBie4H0tPXORVGqdc5i=s120-c-rp-mo-ba2-br100,5.0,4 tahun lalu,"STT PLN sudah berubah status kelembagaan menjadi Institut Teknologi PLN. IT PLN sebagai kampus yang Modern, Unggul, dan Mandiri 👍🏻",['https://lh5.googleusercontent.com/p/AF1QipNTHu3Kvud-1hXXAByu7wOP0hCqkVzaB_CXaD6V=w150-h150-k-no-p'],True,positif
2,Indra Waliyuda,https://www.google.com/maps/contrib/101226005567913845834?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW1LJiiVq7SBeDObQS6Xt2OxPXgzWJZ-1LDfq73mmO2Ptu6S8AE=s120-c-rp-mo-ba4-br100,5.0,4 tahun lalu,"Smga dibawah komando  Prof. Dr. Ir. Iwa Garniwa Mulyana K, MT. STT PLN yg telah resmi menjadi IT PLN, menjadi semakin maju..",['https://lh5.googleusercontent.com/p/AF1QipOXEG5T7bK3SNtWDgt_eZg8rRGYFh644yRcpNU0=w150-h150-k-no-p'],True,positif
2,Grab Trisuseno,https://www.google.com/maps/contrib/106307833000598905483?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUbbswZ_mNtOVGWtsyRRSJy9JUsJmwOQGzfArKZZc8ptPylcb18=s120-c-rp-mo-ba3-br100,1.0,2 tahun lalu,"Byk aturan sttpln Cengkareng Jakarta barat mahasiswa nya mau masuk aja wajib pakai helm klau kgk bawa di suruh parkir di luar gedung, padahal satpamnya harus tau yang gaji diakan dari mahasiswa. Dan anenya lagi saya mau anter anak aja enggak boleh masuk.",[],True,negatif
2,tridHiE,https://www.google.com/maps/contrib/113213973683706276303?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKa9I8f4CbAQU93YU48MpKNyQKIrf3D-aCz_oo0euGCIl3mABcz=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,Tengok kampus sebelum ananda masuk taun ajaran baru... Alhamdulillah diterima via seleksi rapot. Smg smua yg mjd harapan dan cita-cita terwujud kan.. aamiin yaa rabbal alamin,[],True,positif
3,Abdul Manan,https://www.google.com/maps/contrib/114947909417606092445?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWbdfhadee3fc0CkxiKYKW_MyYPLIfrWTfcz3_0LnIqCumoLTaP=s120-c-rp-mo-ba5-br100,5.0,setahun lalu,Salah satu kampus perguruan tinggi di sekitaran jakarta barat yang cukup bagus. Berdekatanbdengan gardu induk PLN. Fasilitasnya cukup lengkap,[],True,positif
3,oktaria handayani,https://www.google.com/maps/contrib/111018955814611301084?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIZmwTVfwj1K5Z13paAqdBqLsa44u0aAOs99XQusFKcTgWBIQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus gw nih s1 dan s2 nya...jd inget dosen2nya mantep2 sharing ilmu lapangan ya top cer. Dan sekarang udah glowing dong huhu kenapa gak pas gw msh mahasiswa,[],False,positif
3,sapto yuwono,https://www.google.com/maps/contrib/103088211795085978036?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVLBOaZFYS-9CvXQ2E45K8KjhgafidnHl6fiwKfbevL0z-c7nI=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang didukung oleh dosen dosen berpengalaman, proses transfer knowledge langsung dari ahlinya, bukan hanya teori saja.
Laboratorium yang cukup lengkap diantaranya lab PLTU mini (satu satunya kampus yang punya lab PLTU ini), lab waste to energi, lab PLTS dan laboratorium lainnya...",[],False,positif
3,Jejak Affiq,https://www.google.com/maps/contrib/106207215800717531435?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW-XBowVaqJoOu1ZvyqM_5AOMpQkZNep_JTqqeuLHOSXkJS28E=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Pernah Kuliah disini di S1 Mesin😘
Sekarang kampusnya tambah keren. Pas kuliah dpt beasiswa dari YPK PLN dan bisa jadi asisten laboratorium. Selain dpt ilmu dapat honor juga buat biaya kuliahnya😇🥳",[],False,positif
3,Ryan Pace,https://www.google.com/maps/contrib/106233256460260151651?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW6pAIqTrAzJu8ZFfuN1RlEVEmsvCL9S4Po5nULiEbo7w8eYJ1T=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang lokasinya sangat strategis, dekat dengan stasiun kereta dan bukan lokasi yang macet. fasilitasnya pun sudah sangat lengkap. kebetulan diriku juga alumni ITPLN Jurusan Informatika 😘😎🙌",[],False,positif
3,Akbar,https://www.google.com/maps/contrib/109292337421165725643?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUxrqSWgKOeXeZ4pPK9sAKPkNh0TsJoFAgpxFtMtJXAIYSwyCJS=s120-c-rp-mo-br100,5.0,5 bulan lalu,Salah Satu kampus teknik terbaik,[],False,positif
3,Firas Rasendriya,https://www.google.com/maps/contrib/118399304365511840784?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUmlqw2yao3ZXVj-84XH3pOQhGnglq3uNVOmmOCmzozLN_2HDKs=s120-c-rp-mo-br100,5.0,6 bulan lalu,"terima kasih universitas pln, alhamdulliah teman saya dewan laksana lolos di universitas ini",[],True,positif
3,Gervan,https://www.google.com/maps/contrib/101412311192296559379?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL9jWTigTWtPdoX08HMqEpJVCjtOrKQBJI8awGXAyTJPinzmQ=s120-c-rp-mo-br100,1.0,setahun lalu,Kampus elit anjungan sulit terus itu kok songong amat student worker kalian sok keren amat yang angkatan 2020,[],False,negatif
3,Abdillahaq lanang,https://www.google.com/maps/contrib/109120786899054618904?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU3hmpJvhV5_cCYC-2Vo3IOFQkYvvkGlpJDqJfrWSgQs1DyxwHq=s120-c-rp-mo-ba4-br100,5.0,setahun lalu,kampus nya bagus,['https://lh5.googleusercontent.com/p/AF1QipPlONXG5mlbs1GM5tYg3bcn9clDJX9hBu0_6e0v=w150-h150-k-no-p'],True,positif
3,Opay Purnawan,https://www.google.com/maps/contrib/112098341376650486986?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWZwYAAitokHO0fbgI0CKK50U4AisOVGtaRdLH_6ecWxO_MFCzcng=s120-c-rp-mo-ba5-br100,5.0,setahun lalu,Tempat kuliah yang terkenal khas di bidang energi listrik dengan dosen lulusan luar negeri yang telah terbukti.,[],True,positif
4,Muhammad Irfan,https://www.google.com/maps/contrib/114795114923472404640?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVZjxpkWbFJPuXYqW2vi-vS4o-i8op-vA9FHVE_Z9IDfnKPkcsV=s120-c-rp-mo-ba6-br100,5.0,4 tahun lalu,"Sekolah Tinggi Teknik - PLN atau STT-PLN adalah perguruan tinggi yang bernaung di bawah Yayasan Pendidikan dan Kesejahteraan PT.PLN (Persero), dan didirikan sebagai upaya memenuhi tuntutan akan tenaga-tenaga ahli yang terdidik, terampil dan profesional di bidang ketenagalistrikan.",[],True,positif
4,Dine Tiara,https://www.google.com/maps/contrib/115367594700190967862?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXkxDu8_b9m7a_rAEMX54CnJa8DSerO4ezAjJyMv054qiENlYE=s120-c-rp-mo-br100,5.0,2 tahun lalu,Salah satu kampus teknik dengan laboratorium paling lengkap dengan dosen dari akademisi dan praktisi berpengalaman dibidangnya. TOP 👍,[],True,positif
4,victor assani,https://www.google.com/maps/contrib/110474590990627678566?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU1SPiU8KvoqCatcjx8Eh3DU3yV29qkKc-Dbr7j6pXd1_Aoam5I=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Keren, recomended lah ..... peringkat ke-7 Perguruan Tinggi Swasta terbaik di Indonesia versi Times Higher Education Impact Rangkings.",[],False,positif
4,yozika arvio,https://www.google.com/maps/contrib/113278839395337646054?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXZWzJIdFEp4aQebiqeI9E_CUPSghr1oeFobukvw_yjBQpnrQnA=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus teknik terbaik di bidang energi dan kelistrikan, lulusan nya dijamin mempunyai sertifikasi keahlian.. TOP!",[],True,positif
4,Dwi Listiawati,https://www.google.com/maps/contrib/103245438919472532824?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLZJvgf3educEH7DY5MAI4APfnTvRMfCeX4cQsiYKnkte4hAw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampusnya mantap, program2 studinya jg menjanjikan peluang kerja kedepan…
Recomended lah…👍",[],False,positif
4,Wanti Wanti,https://www.google.com/maps/contrib/112073082009535771810?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK3zR29kPW0Yh1euT-SSi7tmAOBG5K_NDhGiLTLSPBsB-Z-ceA=s120-c-rp-mo-br100,5.0,4 tahun lalu,Dikarenakan ada pandemi aktifitas kampus lumpuh total alias kegiatan pembelajaran tidak bisa berjalan.,[],True,negatif
4,Extra fooding,https://www.google.com/maps/contrib/104934350849761508066?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWleBsgOn3xQs7fEFAQAzQpnKVOeBqIBl8Ox5s7D7VtLFIcgdCW=s120-c-rp-mo-ba4-br100,5.0,3 tahun lalu,👍,"['https://lh5.googleusercontent.com/p/AF1QipMAUKQCTXZWIkwdPkDIUEEWiBIpNYnGZgx0H9qI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOjXOMB1HqGoafyT4k1p2TSVoBmNH_UkkB1OPDO=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPoqNHU7JHah3Kp0Zu1Nf9obeEb4Zrved_R4PT6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO4bYG3jKHk8DWEt4N_KEfY7xXbSSPHnDfOC8fH=w150-h150-k-no-p']",True,positif
4,sunggul simamora,https://www.google.com/maps/contrib/112573924371713238812?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUG0xScCjx2lut2yyqqCtuVEDlqEkcDNlDuAcNPyaYjDpM_cK5G=s120-c-rp-mo-br100,5.0,8 bulan lalu,Mantap lebih di tingkatkan krukulum nya dan praktek...,[],False,positif
4,Fatih Tinu,https://www.google.com/maps/contrib/113538509997802966829?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLvJVJ38zqkGb8ippfrAJRPRvc_KVWxAcz2rsP3gmjJcyfcBQ=s120-c-rp-mo-br100,5.0,3 tahun lalu,Di sepanjang jalan panasnya minta ampun eh pas di kampus adem banget sejuk banyak angin.,[],False,positif
4,Haris Manjawakang,https://www.google.com/maps/contrib/115681778621982326181?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWsrK5maJgTH7lgR4AK2BYILHNjYtctgKDhfF6Qs_0OIuY9yxpr=s120-c-rp-mo-ba3-br100,5.0,3 tahun lalu,"Sangat menarik, karena merupakan salah satu perguruan tinggi yang paling multi etnis yg ada dijakarta",[],True,positif
5,Pandu Lesmana,https://www.google.com/maps/contrib/112595700168344962125?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK5hJ37df65CpiEe6CgS9XGt6oi7kziIhDfqhJtgFluXK8Egw=s120-c-rp-mo-br100,5.0,4 tahun lalu,"Kampus gue.. Asli makin keren..
Semoga makin jaya 🌹🌹🌹","['https://lh5.googleusercontent.com/p/AF1QipOuRsG6H4xuIaa3gDGdkm7l3ikrJ1sgcLHoKL-U=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNTQk0jp-IXNpsihcR4acuAjUdQgyTGnFLlPRYG=w150-h150-k-no-p']",False,positif
5,abdur rasyid,https://www.google.com/maps/contrib/104957533928676796100?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK8QpV1SEU5wuxW-xkgvfqf1E094nzubr6VpjXbMxxfsjXtDw=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang asri nyaman mencetak lulusan khas memiliki kemampuan dibidang energi dan ketenagalistrikan,[],False,positif
5,cing onif,https://www.google.com/maps/contrib/114024029453592054061?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXlb7jdtiW_EVhh_0XLsIJjW1bxcYV2BkN_HCoFla_JoIac6vcM=s120-c-rp-mo-ba4-br100,5.0,3 tahun lalu,Kampus keren dan ramah lingkungan,"['https://lh5.googleusercontent.com/p/AF1QipM-nHYdb2vArSGbOdABqxuuSVqHgJ38xnOIVI7h=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNuvMZAzPJZawHUOqqVV4zs3yKKaFtUHWkwjFyd=w150-h150-k-no-p']",True,positif
5,Yunk Kurnia,https://www.google.com/maps/contrib/103004690758573903011?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXZR9Jb734e4MwcL9TiR-45ryzB7RtaF-e9vS6u8RKsUlodQQnwSA=s120-c-rp-mo-ba4-br100,4.0,3 tahun lalu,Tempat yg nyaman...kelihatan terawat,['https://lh5.googleusercontent.com/p/AF1QipN6K_6jKxq_k1VWiedU86PEEG7a1pPqR-JZXUy3=w150-h150-k-no-p'],True,positif
5,kuswowo kuswowo,https://www.google.com/maps/contrib/100994875446378274393?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL3cY7VryzJvyqV29ld9DFFcd-CREGPi6R1o9ANMbJbu9pcbQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,"ITPLN👍 Kombinasi Terapan dan Teori yg komplit dan aplikative, Lulusannya  siap pakai di Pasar dan Industri👍👍",[],True,positif
