rating,snippet,tokens,label_sentimen
5.0,perguruan tinggi swasta terbaik di indonesia saat masuk gate 4 melalui jalur motor dan berjalan menuju gedung bangkit serasa berada di hutan kota konsep green campus benarbenar diterapkan oleh telekomunikasi university wajar mendapatkan penghargaan dengan peringkat keempat untuk ui green metric tingkat dunia di beberapa area terdapat danaunya pedestrian kanan kirinya pohon2 hijau tinggi menjulang walaupun berjalan dari satu gedung ke gedung lain yang jauh tidak terasa panas telu telah memanfaatkan dengan maksimal sumber daya yang tersedia sehingga betulbetul dapat menerapkan kampus dengan konsep green campus sampahsampah yang didaur ulang menjadi kompos penggunaan kembali air untuk kebutuhan pengairan dan lain sebagainya,"['perguruan', 'tinggi', 'swasta', 'terbaik', 'di', 'indonesia', 'saat', 'masuk', 'gate', '4', 'melalui', 'jalur', 'motor', 'dan', 'berjalan', 'menuju', 'gedung', 'bangkit', 'serasa', 'berada', 'di', 'hutan', 'kota', 'konsep', 'green', 'campus', 'benarbenar', 'diterapkan', 'oleh', 'telekomunikasi', 'university', 'wajar', 'mendapatkan', 'penghargaan', 'dengan', 'peringkat', 'keempat', 'untuk', 'ui', 'green', 'metric', 'tingkat', 'dunia', 'di', 'beberapa', 'area', 'terdapat', 'danaunya', 'pedestrian', 'kanan', 'kirinya', 'pohon2', 'hijau', 'tinggi', 'menjulang', 'walaupun', 'berjalan', 'dari', 'satu', 'gedung', 'ke', 'gedung', 'lain', 'yang', 'jauh', 'tidak', 'terasa', 'panas', 'telu', 'telah', 'memanfaatkan', 'dengan', 'maksimal', 'sumber', 'daya', 'yang', 'tersedia', 'sehingga', 'betulbetul', 'dapat', 'menerapkan', 'kampus', 'dengan', 'konsep', 'green', 'campus', 'sampahsampah', 'yang', 'didaur', 'ulang', 'menjadi', 'kompos', 'penggunaan', 'kembali', 'air', 'untuk', 'kebutuhan', 'pengairan', 'dan', 'lain', 'sebagainya']",positif
3.0,tolong kepada dekan atau rektor tertibkan pembimbing skripsi untuk respon dan membantu mahasiswa anak saya kelas internasional fakultas ilmu komunikasi nyusun skripsi dari semester 7 sampai 9 belum selesai itu karena dosen pembimbing skripsi susah dihubungi di telpon tidak berkenan di wa tidak menjawab ingat biaya kuliah mahal coba kalau anak anda yang dibeginikan kami sebagai orangtua keberaran biayanya tolong jangan memersulit mahasiswa dan orang tua teroma kasih,"['tolong', 'kepada', 'dekan', 'atau', 'rektor', 'tertibkan', 'pembimbing', 'skripsi', 'untuk', 'respon', 'dan', 'membantu', 'mahasiswa', 'anak', 'saya', 'kelas', 'internasional', 'fakultas', 'ilmu', 'komunikasi', 'nyusun', 'skripsi', 'dari', 'semester', '7', 'sampai', '9', 'belum', 'selesai', 'itu', 'karena', 'dosen', 'pembimbing', 'skripsi', 'susah', 'dihubungi', 'di', 'telpon', 'tidak', 'berkenan', 'di', 'wa', 'tidak', 'menjawab', 'ingat', 'biaya', 'kuliah', 'mahal', 'coba', 'kalau', 'anak', 'anda', 'yang', 'dibeginikan', 'kami', 'sebagai', 'orangtua', 'keberaran', 'biayanya', 'tolong', 'jangan', 'memersulit', 'mahasiswa', 'dan', 'orang', 'tua', 'teroma', 'kasih']",negatif
1.0,hati-hati yang punya laptop saat dikampus telekomunikasi harus double proteksi soalnya adik saya kehilangan laptop tapi tidak ada cctv 1 pun ke arah kantin infonya kejadian kehilangan ini tidak sekali dua kali harap pihak telekomunikasi memperbaiki sisi keamanan bagian cctv untuk membantu investigasi kepolisan kalau terjadi lagi kehilangan barang mahasiswa kecewa sih sama kampus yang dibilang sudah bagus tapi tidak ada cctv,"['hati-hati', 'yang', 'punya', 'laptop', 'saat', 'dikampus', 'telekomunikasi', 'harus', 'double', 'proteksi', 'soalnya', 'adik', 'saya', 'kehilangan', 'laptop', 'tapi', 'tidak', 'ada', 'cctv', '1', 'pun', 'ke', 'arah', 'kantin', 'infonya', 'kejadian', 'kehilangan', 'ini', 'tidak', 'sekali', 'dua', 'kali', 'harap', 'pihak', 'telekomunikasi', 'memperbaiki', 'sisi', 'keamanan', 'bagian', 'cctv', 'untuk', 'membantu', 'investigasi', 'kepolisan', 'kalau', 'terjadi', 'lagi', 'kehilangan', 'barang', 'mahasiswa', 'kecewa', 'sih', 'sama', 'kampus', 'yang', 'dibilang', 'sudah', 'bagus', 'tapi', 'tidak', 'ada', 'cctv']",negatif
5.0,masjid kampusnya cukup luas dan bersih juga nyaman untuk sholat kamu nya pun bersih kalau sholat jumat penuh sampai ke halaman masjid jamaahnya baik mahasiswa maupun penduduk sekitar setiap sholat 5 waktu juga selalu ramai jamaahnya the best lah pokoknya barakallahu fiikum,"['masjid', 'kampusnya', 'cukup', 'luas', 'dan', 'bersih', 'juga', 'nyaman', 'untuk', 'sholat', 'kamu', 'nya', 'pun', 'bersih', 'kalau', 'sholat', 'jumat', 'penuh', 'sampai', 'ke', 'halaman', 'masjid', 'jamaahnya', 'baik', 'mahasiswa', 'maupun', 'penduduk', 'sekitar', 'setiap', 'sholat', '5', 'waktu', 'juga', 'selalu', 'ramai', 'jamaahnya', 'the', 'best', 'lah', 'pokoknya', 'barakallahu', 'fiikum']",positif
4.0,saya tidak kuliah di sini tapi istri saya yang kuliah di sini menurut penuturan dia sih kalau dia kuliah di sini karena beasiswa full jadi dibayarin dari awal masuk sampai lulus kuliah tanpa ikatan kontrak atau apapun kelebihan 1 ada progrma beasiswa full 2 kampusnya professional 3 parkiran memadai minusnya 1 macet banget kalau mau ke sini gila lah pokoknya overall ya not bad lah kalau mau kuliah di sini,"['saya', 'tidak', 'kuliah', 'di', 'sini', 'tapi', 'istri', 'saya', 'yang', 'kuliah', 'di', 'sini', 'menurut', 'penuturan', 'dia', 'sih', 'kalau', 'dia', 'kuliah', 'di', 'sini', 'karena', 'beasiswa', 'full', 'jadi', 'dibayarin', 'dari', 'awal', 'masuk', 'sampai', 'lulus', 'kuliah', 'tanpa', 'ikatan', 'kontrak', 'atau', 'apapun', 'kelebihan', '1', 'ada', 'progrma', 'beasiswa', 'full', '2', 'kampusnya', 'professional', '3', 'parkiran', 'memadai', 'minusnya', '1', 'macet', 'banget', 'kalau', 'mau', 'ke', 'sini', 'gila', 'lah', 'pokoknya', 'overall', 'ya', 'not', 'bad', 'lah', 'kalau', 'mau', 'kuliah', 'di', 'sini']",positif
5.0,perjalanan ke sana memang agak macet apalagi kalau jam sibuktapi begitu sampai ke dalam kampus tempatnya tenang jauh dari kebisingan kotakarna kita di fik yang masuk dari gate 2 ada tempat makan di dekat fikkomunikasibisnisopen librarysama terapanharga terjangkaulah sama mahasiswa,"['perjalanan', 'ke', 'sana', 'memang', 'agak', 'macet', 'apalagi', 'kalau', 'jam', 'sibuktapi', 'begitu', 'sampai', 'ke', 'dalam', 'kampus', 'tempatnya', 'tenang', 'jauh', 'dari', 'kebisingan', 'kotakarna', 'kita', 'di', 'fik', 'yang', 'masuk', 'dari', 'gate', '2', 'ada', 'tempat', 'makan', 'di', 'dekat', 'fikkomunikasibisnisopen', 'librarysama', 'terapanharga', 'terjangkaulah', 'sama', 'mahasiswa']",positif
5.0,menjadi salah satu kampus swasta favorit yang ada di indonesia memang kampus ini selain memiliki akreditasi yang baik standar kenyamanan di kampus dan sekitarnya patut diperhitungkan akses parkir yang sangat luas akses masuk yang mudah dan aman serta view dan ambience yang ada disini patut kalian coba,"['menjadi', 'salah', 'satu', 'kampus', 'swasta', 'favorit', 'yang', 'ada', 'di', 'indonesia', 'memang', 'kampus', 'ini', 'selain', 'memiliki', 'akreditasi', 'yang', 'baik', 'standar', 'kenyamanan', 'di', 'kampus', 'dan', 'sekitarnya', 'patut', 'diperhitungkan', 'akses', 'parkir', 'yang', 'sangat', 'luas', 'akses', 'masuk', 'yang', 'mudah', 'dan', 'aman', 'serta', 'view', 'dan', 'ambience', 'yang', 'ada', 'disini', 'patut', 'kalian', 'coba']",positif
1.0,tolong di perhatikan untuk ojol sgera kasih solusi yang tidak saling merugikan antara ojol sama stpam jangan di diamkan terus menerus capek tiap hari ngnter ke sini harus jalan kaki untuk pengantaran foodpket kita ongkos tidak seberapa tolong sesegera mungkin kasih solusi yang pas buat ojol apakah sediakan tmpat penitipan atau gimana lah biar tidak harus jalan kaki sekali lagi tolong di perhatikan kita sama-sama cari rezeky 🙏🙏🙏 kepala satuan pengamanan kali2 ngopi bareng perwakilan ojol 🙏 saran sedikit mening turutin aturan satuan pengamanan komplek ttip ktp kalau ke ojol jangan ttup telinga ttup mata,"['tolong', 'di', 'perhatikan', 'untuk', 'ojol', 'sgera', 'kasih', 'solusi', 'yang', 'tidak', 'saling', 'merugikan', 'antara', 'ojol', 'sama', 'stpam', 'jangan', 'di', 'diamkan', 'terus', 'menerus', 'capek', 'tiap', 'hari', 'ngnter', 'ke', 'sini', 'harus', 'jalan', 'kaki', 'untuk', 'pengantaran', 'foodpket', 'kita', 'ongkos', 'tidak', 'seberapa', 'tolong', 'sesegera', 'mungkin', 'kasih', 'solusi', 'yang', 'pas', 'buat', 'ojol', 'apakah', 'sediakan', 'tmpat', 'penitipan', 'atau', 'gimana', 'lah', 'biar', 'tidak', 'harus', 'jalan', 'kaki', 'sekali', 'lagi', 'tolong', 'di', 'perhatikan', 'kita', 'sama-sama', 'cari', 'rezeky', '🙏🙏🙏', 'kepala', 'satuan', 'pengamanan', 'kali2', 'ngopi', 'bareng', 'perwakilan', 'ojol', '🙏', 'saran', 'sedikit', 'mening', 'turutin', 'aturan', 'satuan', 'pengamanan', 'komplek', 'ttip', 'ktp', 'kalau', 'ke', 'ojol', 'jangan', 'ttup', 'telinga', 'ttup', 'mata']",negatif
5.0,kunjungan pertama bersama mgbk sidoarjo ke kampus ini dengan lingkungan hijau yang alami asri rindang nyaman dan ramah semoga dengan jalinan silaturahmi kami bisa memberikan layanan karier studi lanjut terbaik pada peserta didik kami,"['kunjungan', 'pertama', 'bersama', 'mgbk', 'sidoarjo', 'ke', 'kampus', 'ini', 'dengan', 'lingkungan', 'hijau', 'yang', 'alami', 'asri', 'rindang', 'nyaman', 'dan', 'ramah', 'semoga', 'dengan', 'jalinan', 'silaturahmi', 'kami', 'bisa', 'memberikan', 'layanan', 'karier', 'studi', 'lanjut', 'terbaik', 'pada', 'peserta', 'didik', 'kami']",positif
5.0,universitas swasta terkemuka di indonesia terdiri dari 7 fakultas dan 45 prodi tahun 2022 sebagian besar terakreditasi a atau unggul,"['universitas', 'swasta', 'terkemuka', 'di', 'indonesia', 'terdiri', 'dari', '7', 'fakultas', 'dan', '45', 'prodi', 'tahun', '2022', 'sebagian', 'besar', 'terakreditasi', 'a', 'atau', 'unggul']",positif
5.0,kampusnya besar sekali udaranya sejuk angin mengalir sejuk gedung besar masih ada sawahnya asrama laki dan perempuan di pisahkan nyaman untuk belajar di sini parkir untuk mobil atau motor mahasiswa luas aman silakan putra putrinya kuliah di sini,"['kampusnya', 'besar', 'sekali', 'udaranya', 'sejuk', 'angin', 'mengalir', 'sejuk', 'gedung', 'besar', 'masih', 'ada', 'sawahnya', 'asrama', 'laki', 'dan', 'perempuan', 'di', 'pisahkan', 'nyaman', 'untuk', 'belajar', 'di', 'sini', 'parkir', 'untuk', 'mobil', 'atau', 'motor', 'mahasiswa', 'luas', 'aman', 'silakan', 'putra', 'putrinya', 'kuliah', 'di', 'sini']",positif
1.0,kampus ini dari awal tidak transparansi saat detail biaya keseluruhan saat mendaftar setiap selesai tahap pembayaran selalu muncul biaya lain yang diawal tidak di sebutkan dan terjadi beberapa kali dan jika di jumlah total biaya tambahan tidak terduga itu lumayan besar kampus terbaik dalam menjebak tambahan biaya tidak terduga ya mau mundur sudah masuk biaya diawal besar dan tidak akan kembali dan tidak akan ada waktu lagi benar-benar hebat dalam mengikat tanpa bisa mudah lepas,"['kampus', 'ini', 'dari', 'awal', 'tidak', 'transparansi', 'saat', 'detail', 'biaya', 'keseluruhan', 'saat', 'mendaftar', 'setiap', 'selesai', 'tahap', 'pembayaran', 'selalu', 'muncul', 'biaya', 'lain', 'yang', 'diawal', 'tidak', 'di', 'sebutkan', 'dan', 'terjadi', 'beberapa', 'kali', 'dan', 'jika', 'di', 'jumlah', 'total', 'biaya', 'tambahan', 'tidak', 'terduga', 'itu', 'lumayan', 'besar', 'kampus', 'terbaik', 'dalam', 'menjebak', 'tambahan', 'biaya', 'tidak', 'terduga', 'ya', 'mau', 'mundur', 'sudah', 'masuk', 'biaya', 'diawal', 'besar', 'dan', 'tidak', 'akan', 'kembali', 'dan', 'tidak', 'akan', 'ada', 'waktu', 'lagi', 'benar-benar', 'hebat', 'dalam', 'mengikat', 'tanpa', 'bisa', 'mudah', 'lepas']",negatif
5.0,kampusnya luas fasilitasnya yangg lengkap serta hawa dan suasananya yang sejuk betah banget buat olahraga jalan kaki ke kampus,"['kampusnya', 'luas', 'fasilitasnya', 'yangg', 'lengkap', 'serta', 'hawa', 'dan', 'suasananya', 'yang', 'sejuk', 'betah', 'banget', 'buat', 'olahraga', 'jalan', 'kaki', 'ke', 'kampus']",positif
5.0,masuk ke aula fakultas ilmu terapan buat acara sulung di tempat bimbelnya insyaa allah hari ini menjadi lebih baik lagi dibanding sebelumnya ya uni amin ya rabbalalamiin 😘🤗,"['masuk', 'ke', 'aula', 'fakultas', 'ilmu', 'terapan', 'buat', 'acara', 'sulung', 'di', 'tempat', 'bimbelnya', 'insyaa', 'allah', 'hari', 'ini', 'menjadi', 'lebih', 'baik', 'lagi', 'dibanding', 'sebelumnya', 'ya', 'uni', 'amin', 'ya', 'rabbalalamiin', '😘🤗']",positif
4.0,salah satu kampus referensi untuk yang punya passion di dunia teknologi informatika robotic kampus nya luas banget berada di kabupaten bandung,"['salah', 'satu', 'kampus', 'referensi', 'untuk', 'yang', 'punya', 'passion', 'di', 'dunia', 'teknologi', 'informatika', 'robotic', 'kampus', 'nya', 'luas', 'banget', 'berada', 'di', 'kabupaten', 'bandung']",positif
5.0,dulu kuliah disini sedjak tahun 2012 benarbenar tempat yang mengundang banyak memori tiap tahun kesini selalu ada saja yang baru terutama infrastrukturnya dulu belum ada perpus kelas internasional seperti sekarang sekarang sudah ada kolam renang indor gedung seminar depan fakultas saya fte jadi bagus banget telekomunikasi mart tmart disulap jadi ruang riung dan yang paling saya kaget lagi sekarang sudah ada penyewaan sepedah yang layak dari pihak kampus ada qr codenya buat buka kunci astaga anyway telekomunikasi memang lagi giat merubah penampilan sebagai world class university semoga sebanding dengan peningkatan mutu daya pengajar dan mahasiswanya serta sistem pembelajaran dan yang tidak kalah penting bisa lebih menerima aspirasi mahasiswa,"['dulu', 'kuliah', 'disini', 'sedjak', 'tahun', '2012', 'benarbenar', 'tempat', 'yang', 'mengundang', 'banyak', 'memori', 'tiap', 'tahun', 'kesini', 'selalu', 'ada', 'saja', 'yang', 'baru', 'terutama', 'infrastrukturnya', 'dulu', 'belum', 'ada', 'perpus', 'kelas', 'internasional', 'seperti', 'sekarang', 'sekarang', 'sudah', 'ada', 'kolam', 'renang', 'indor', 'gedung', 'seminar', 'depan', 'fakultas', 'saya', 'fte', 'jadi', 'bagus', 'banget', 'telekomunikasi', 'mart', 'tmart', 'disulap', 'jadi', 'ruang', 'riung', 'dan', 'yang', 'paling', 'saya', 'kaget', 'lagi', 'sekarang', 'sudah', 'ada', 'penyewaan', 'sepedah', 'yang', 'layak', 'dari', 'pihak', 'kampus', 'ada', 'qr', 'codenya', 'buat', 'buka', 'kunci', 'astaga', 'anyway', 'telekomunikasi', 'memang', 'lagi', 'giat', 'merubah', 'penampilan', 'sebagai', 'world', 'class', 'university', 'semoga', 'sebanding', 'dengan', 'peningkatan', 'mutu', 'daya', 'pengajar', 'dan', 'mahasiswanya', 'serta', 'sistem', 'pembelajaran', 'dan', 'yang', 'tidak', 'kalah', 'penting', 'bisa', 'lebih', 'menerima', 'aspirasi', 'mahasiswa']",positif
5.0,sebagai salah satu universitas terbaik di imdonesia telekomunikasi terus berbenah selain gedung baru fasilitas penunjang juga ditambah sekarang semakin nyaman aman dan bersih petugas keamanan dan kebersihan juga banyak sekarang ada pusat bantuan yang terkoneksi dengan cctv cukup tekan tombol mantap,"['sebagai', 'salah', 'satu', 'universitas', 'terbaik', 'di', 'imdonesia', 'telekomunikasi', 'terus', 'berbenah', 'selain', 'gedung', 'baru', 'fasilitas', 'penunjang', 'juga', 'ditambah', 'sekarang', 'semakin', 'nyaman', 'aman', 'dan', 'bersih', 'petugas', 'keamanan', 'dan', 'kebersihan', 'juga', 'banyak', 'sekarang', 'ada', 'pusat', 'bantuan', 'yang', 'terkoneksi', 'dengan', 'cctv', 'cukup', 'tekan', 'tombol', 'mantap']",positif
1.0,universitas yang sangat tidak ramah untuk para ojol terutama untuk driver foodpaket yang mau nganter ke sini pasti kebanyakan di cancelblacklist oleh driver ojol karena harus berjalan kaki cukup jauh,"['universitas', 'yang', 'sangat', 'tidak', 'ramah', 'untuk', 'para', 'ojol', 'terutama', 'untuk', 'driver', 'foodpaket', 'yang', 'mau', 'nganter', 'ke', 'sini', 'pasti', 'kebanyakan', 'di', 'cancelblacklist', 'oleh', 'driver', 'ojol', 'karena', 'harus', 'berjalan', 'kaki', 'cukup', 'jauh']",negatif
1.0,anter gosend food sulit penerima paket tidak kooperatif sudah dihubungi bikin pusing mood hilang seketika,"['anter', 'gosend', 'food', 'sulit', 'penerima', 'paket', 'tidak', 'kooperatif', 'sudah', 'dihubungi', 'bikin', 'pusing', 'mood', 'hilang', 'seketika']",negatif
1.0,punten pak kalau bisa kurir jangan suruh jalan kaki lagi apalagi kirim ke gedung gedung ujung kitaudah capek dijalan mohonsaling menghargai,"['punten', 'pak', 'kalau', 'bisa', 'kurir', 'jangan', 'suruh', 'jalan', 'kaki', 'lagi', 'apalagi', 'kirim', 'ke', 'gedung', 'gedung', 'ujung', 'kitaudah', 'capek', 'dijalan', 'mohonsaling', 'menghargai']",negatif
4.0,pertama masuk ke sini bingung kurang ramburambu lalu lintas khususnya penunjuk jalan luas banget kompleknya dan parkiran juga luas baik mobil maupun motor hanya saja kurang penunjuk jalan untuk gedungnya memang bagus terlihat mewah dari luar dan dalam memang tercermin banget kalau ini sebuah universitas keren,"['pertama', 'masuk', 'ke', 'sini', 'bingung', 'kurang', 'ramburambu', 'lalu', 'lintas', 'khususnya', 'penunjuk', 'jalan', 'luas', 'banget', 'kompleknya', 'dan', 'parkiran', 'juga', 'luas', 'baik', 'mobil', 'maupun', 'motor', 'hanya', 'saja', 'kurang', 'penunjuk', 'jalan', 'untuk', 'gedungnya', 'memang', 'bagus', 'terlihat', 'mewah', 'dari', 'luar', 'dan', 'dalam', 'memang', 'tercermin', 'banget', 'kalau', 'ini', 'sebuah', 'universitas', 'keren']",positif
5.0,jajan di pasar minggu stt telekomunikasi cuanki 5rb kakak perempuan poci 5rb gurita bakar 15rb pada murah tapi rasa tidak murahan mantap 👍,"['jajan', 'di', 'pasar', 'minggu', 'stt', 'telekomunikasi', 'cuanki', '5rb', 'kakak', 'perempuan', 'poci', '5rb', 'gurita', 'bakar', '15rb', 'pada', 'murah', 'tapi', 'rasa', 'tidak', 'murahan', 'mantap', '👍']",positif
5.0,setelah 2 tahun tidak ke sini ternyata perubahannya cukup banyak yang paling berasa itu vibes green campusnya mulai dari pepohonan yang mulai rindang banyak hewan2 termasuk merak bahkan dan ada peternakan lebah keren 👍,"['setelah', '2', 'tahun', 'tidak', 'ke', 'sini', 'ternyata', 'perubahannya', 'cukup', 'banyak', 'yang', 'paling', 'berasa', 'itu', 'vibes', 'green', 'campusnya', 'mulai', 'dari', 'pepohonan', 'yang', 'mulai', 'rindang', 'banyak', 'hewan2', 'termasuk', 'merak', 'bahkan', 'dan', 'ada', 'peternakan', 'lebah', 'keren', '👍']",positif
5.0,tempatnya bagus universitas unggul di indenesia dan termasuk memberikan beasiswa mahasiswa nasional lokal maupun international universitas yang mempunyai keunikanya semdiri dan mempunya fasilitas lengkap selamat kuliah terimakasih,"['tempatnya', 'bagus', 'universitas', 'unggul', 'di', 'indenesia', 'dan', 'termasuk', 'memberikan', 'beasiswa', 'mahasiswa', 'nasional', 'lokal', 'maupun', 'international', 'universitas', 'yang', 'mempunyai', 'keunikanya', 'semdiri', 'dan', 'mempunya', 'fasilitas', 'lengkap', 'selamat', 'kuliah', 'terimakasih']",positif
1.0,ribet banget kalau buat driver online tidak boleh bawa motor ke dalam sedangkan pesanan harus sampai ke depan muka customer kita harus jalan kaki dari parkiran sampai ke dalam tang lumayan jauh kalau tidak boleh masuk bawa motor sediakan jalur khusus buat kurirpengantaran makanan atau sediakan tempat penitipan makanan di halaman parkir biar customer sendiri tang ambil pesanan nya atau satuan pengamanan yang anter ke dalam,"['ribet', 'banget', 'kalau', 'buat', 'driver', 'online', 'tidak', 'boleh', 'bawa', 'motor', 'ke', 'dalam', 'sedangkan', 'pesanan', 'harus', 'sampai', 'ke', 'depan', 'muka', 'customer', 'kita', 'harus', 'jalan', 'kaki', 'dari', 'parkiran', 'sampai', 'ke', 'dalam', 'tang', 'lumayan', 'jauh', 'kalau', 'tidak', 'boleh', 'masuk', 'bawa', 'motor', 'sediakan', 'jalur', 'khusus', 'buat', 'kurirpengantaran', 'makanan', 'atau', 'sediakan', 'tempat', 'penitipan', 'makanan', 'di', 'halaman', 'parkir', 'biar', 'customer', 'sendiri', 'tang', 'ambil', 'pesanan', 'nya', 'atau', 'satuan', 'pengamanan', 'yang', 'anter', 'ke', 'dalam']",negatif
5.0,salah satu kampus terbaik yang mempunyai gedung megah dan sarana yang cukup memadai,"['salah', 'satu', 'kampus', 'terbaik', 'yang', 'mempunyai', 'gedung', 'megah', 'dan', 'sarana', 'yang', 'cukup', 'memadai']",positif
5.0,fasilitas umum telah diperbarui besar-besaran sejak awal pandemi sehingga jika sudah pama tidak ke kampus akqn sangat terasa bedanya,"['fasilitas', 'umum', 'telah', 'diperbarui', 'besar-besaran', 'sejak', 'awal', 'pandemi', 'sehingga', 'jika', 'sudah', 'pama', 'tidak', 'ke', 'kampus', 'akqn', 'sangat', 'terasa', 'bedanya']",positif
