rating,snippet,tokens,label_sentimen
5.0,tempat kuliah yang terkenal khas di bidang energi listrik dengan dosen lulusan luar negeri yang telah terbukti,"['tempat', 'kuliah', 'yang', 'terkenal', 'khas', 'di', 'bidang', 'energi', 'listrik', 'dengan', 'dosen', 'lulusan', 'luar', 'negeri', 'yang', 'telah', 'terbukti']",positif
5.0,sekolah tinggi teknik pln atau sttpln adalah perguruan tinggi yang bernaung di bawah yayasan pendidikan dan kesejahteraan ptpln persero dan didirikan sebagai upaya memenuhi tuntutan akan tenagatenaga ahli yang terdidik terampil dan profesional di bidang ketenagalistrikan,"['sekolah', 'tinggi', 'teknik', 'pln', 'atau', 'sttpln', 'adalah', 'perguruan', 'tinggi', 'yang', 'bernaung', 'di', 'bawah', 'yayasan', 'pendidikan', 'dan', 'kesejahteraan', 'ptpln', 'persero', 'dan', 'didirikan', 'sebagai', 'upaya', 'memenuhi', 'tuntutan', 'akan', 'tenagatenaga', 'ahli', 'yang', 'terdidik', 'terampil', 'dan', 'profesional', 'di', 'bidang', 'ketenagalistrikan']",positif
5.0,salah satu kampus teknik dengan laboratorium paling lengkap dengan dosen dari akademisi dan praktisi berpengalaman dibidangnya top 👍,"['salah', 'satu', 'kampus', 'teknik', 'dengan', 'laboratorium', 'paling', 'lengkap', 'dengan', 'dosen', 'dari', 'akademisi', 'dan', 'praktisi', 'berpengalaman', 'dibidangnya', 'top', '👍']",positif
5.0,keren recomended lah peringkat ke7 perguruan tinggi swasta terbaik di indonesia versi times higher education impact rangkings,"['keren', 'recomended', 'lah', 'peringkat', 'ke7', 'perguruan', 'tinggi', 'swasta', 'terbaik', 'di', 'indonesia', 'versi', 'times', 'higher', 'education', 'impact', 'rangkings']",positif
5.0,kampus teknik terbaik di bidang energi dan kelistrikan lulusan nya dijamin mempunyai sertifikasi keahlian top,"['kampus', 'teknik', 'terbaik', 'di', 'bidang', 'energi', 'dan', 'kelistrikan', 'lulusan', 'nya', 'dijamin', 'mempunyai', 'sertifikasi', 'keahlian', 'top']",positif
5.0,kampusnya mantap program2 studinya juga menjanjikan peluang kerja kedepan… recomended lah…👍,"['kampusnya', 'mantap', 'program2', 'studinya', 'juga', 'menjanjikan', 'peluang', 'kerja', 'kedepan…', 'recomended', 'lah…👍']",positif
5.0,dikarenakan ada pandemi aktifitas kampus lumpuh total alias kegiatan pembelajaran tidak bisa berjalan,"['dikarenakan', 'ada', 'pandemi', 'aktifitas', 'kampus', 'lumpuh', 'total', 'alias', 'kegiatan', 'pembelajaran', 'tidak', 'bisa', 'berjalan']",negatif
5.0,👍,['👍'],positif
5.0,mantap lebih di tingkatkan krukulum nya dan praktek,"['mantap', 'lebih', 'di', 'tingkatkan', 'krukulum', 'nya', 'dan', 'praktek']",positif
5.0,di sepanjang jalan panasnya meminta ampun eh pas di kampus adem banget sejuk banyak angin,"['di', 'sepanjang', 'jalan', 'panasnya', 'meminta', 'ampun', 'eh', 'pas', 'di', 'kampus', 'adem', 'banget', 'sejuk', 'banyak', 'angin']",positif
5.0,sangat menarik karena merupakan salah satu perguruan tinggi yang paling multi etnis yang ada dijakarta,"['sangat', 'menarik', 'karena', 'merupakan', 'salah', 'satu', 'perguruan', 'tinggi', 'yang', 'paling', 'multi', 'etnis', 'yang', 'ada', 'dijakarta']",positif
5.0,kampus saya asli makin keren semoga makin jaya 🌹🌹🌹,"['kampus', 'saya', 'asli', 'makin', 'keren', 'semoga', 'makin', 'jaya', '🌹🌹🌹']",positif
5.0,kampus yang asri nyaman mencetak lulusan khas memiliki kemampuan dibidang energi dan ketenagalistrikan,"['kampus', 'yang', 'asri', 'nyaman', 'mencetak', 'lulusan', 'khas', 'memiliki', 'kemampuan', 'dibidang', 'energi', 'dan', 'ketenagalistrikan']",positif
5.0,kampus keren dan ramah lingkungan,"['kampus', 'keren', 'dan', 'ramah', 'lingkungan']",positif
4.0,tempat yang nyamankelihatan terawat,"['tempat', 'yang', 'nyamankelihatan', 'terawat']",positif
5.0,itpln👍 kombinasi terapan dan teori yang komplit dan aplikative lulusannya siap pakai di pasar dan industri👍👍,"['itpln👍', 'kombinasi', 'terapan', 'dan', 'teori', 'yang', 'komplit', 'dan', 'aplikative', 'lulusannya', 'siap', 'pakai', 'di', 'pasar', 'dan', 'industri👍👍']",positif
5.0,kampus teknik memiliki kompetensi ketenaga listrikan,"['kampus', 'teknik', 'memiliki', 'kompetensi', 'ketenaga', 'listrikan']",positif
1.0,mohon anjungan mahasiswanya dibenerin ukt elit anjungan sulitt,"['mohon', 'anjungan', 'mahasiswanya', 'dibenerin', 'ukt', 'elit', 'anjungan', 'sulitt']",negatif
4.0,kampusnya bagus cuma kurang luas buat menampung mahasiswa yang banyak dan musollah nya juga,"['kampusnya', 'bagus', 'cuma', 'kurang', 'luas', 'buat', 'menampung', 'mahasiswa', 'yang', 'banyak', 'dan', 'musollah', 'nya', 'juga']",negatif
5.0,luar biasa perubahan yang terjadi pada instusi pendidikan ini semoga menjadi lebih baik lagi,"['luar', 'biasa', 'perubahan', 'yang', 'terjadi', 'pada', 'instusi', 'pendidikan', 'ini', 'semoga', 'menjadi', 'lebih', 'baik', 'lagi']",positif
4.0,gedung yang khas sebagai tempat belajar salah satu perguruan tinggi yang dimiliki perusahaan pt pln,"['gedung', 'yang', 'khas', 'sebagai', 'tempat', 'belajar', 'salah', 'satu', 'perguruan', 'tinggi', 'yang', 'dimiliki', 'perusahaan', 'pt', 'pln']",netral
4.0,saya ada submit jurnal di petir kira kira kapan ya di review,"['saya', 'ada', 'submit', 'jurnal', 'di', 'petir', 'kira', 'kira', 'kapan', 'ya', 'di', 'review']",netral
5.0,sekolah nya bagus bagus untuk dibakar,"['sekolah', 'nya', 'bagus', 'bagus', 'untuk', 'dibakar']",negatif
1.0,sistem pelayanan pembayaran dan akademik tidak sesuai dengan nama pln nya karena benar-benar sangat mengecewakan,"['sistem', 'pelayanan', 'pembayaran', 'dan', 'akademik', 'tidak', 'sesuai', 'dengan', 'nama', 'pln', 'nya', 'karena', 'benar-benar', 'sangat', 'mengecewakan']",negatif
5.0,bersih dan bagus,"['bersih', 'dan', 'bagus']",positif
5.0,dosen2 yang berkualitas fasilitas laboratorium lengkap kampus yang makin kondusif,"['dosen2', 'yang', 'berkualitas', 'fasilitas', 'laboratorium', 'lengkap', 'kampus', 'yang', 'makin', 'kondusif']",positif
5.0,akses cepat dan terjangkau karena lebih dekat akses jalan tol dan transport umun yang memadai,"['akses', 'cepat', 'dan', 'terjangkau', 'karena', 'lebih', 'dekat', 'akses', 'jalan', 'tol', 'dan', 'transport', 'umun', 'yang', 'memadai']",positif
5.0,assalamualaikum selamat siang bapakibu apakah disini menerima pkl jurusan listrik,"['assalamualaikum', 'selamat', 'siang', 'bapakibu', 'apakah', 'disini', 'menerima', 'pkl', 'jurusan', 'listrik']",netral
1.0,lulusan dari sini tidak ada kualitasnya apalagi attitudenya,"['lulusan', 'dari', 'sini', 'tidak', 'ada', 'kualitasnya', 'apalagi', 'attitudenya']",negatif
5.0,👍,['👍'],positif
5.0,sederhana bukan tanpa kekurangan tapi merasa bangga menggunakan almamater di kampus ini,"['sederhana', 'bukan', 'tanpa', 'kekurangan', 'tapi', 'merasa', 'bangga', 'menggunakan', 'almamater', 'di', 'kampus', 'ini']",positif
1.0,itu student worker kalian sombong banget sok cantik,"['itu', 'student', 'worker', 'kalian', 'sombong', 'banget', 'sok', 'cantik']",negatif
4.0,sempat kelewatan karena tidak ada papan petunjuk lokasi,"['sempat', 'kelewatan', 'karena', 'tidak', 'ada', 'papan', 'petunjuk', 'lokasi']",negatif
5.0,kampus yang luar biasa dari sabang sampai marauke ada disini,"['kampus', 'yang', 'luar', 'biasa', 'dari', 'sabang', 'sampai', 'marauke', 'ada', 'disini']",positif
1.0,proses sertifikasi rumit tidak responsif berbelit belit tidak bertanggung jawab terutama dari pihak itcc,"['proses', 'sertifikasi', 'rumit', 'tidak', 'responsif', 'berbelit', 'belit', 'tidak', 'bertanggung', 'jawab', 'terutama', 'dari', 'pihak', 'itcc']",negatif
5.0,sudah tambah bagus kampus dan taman nyparkiran pun luas,"['sudah', 'tambah', 'bagus', 'kampus', 'dan', 'taman', 'nyparkiran', 'pun', 'luas']",positif
1.0,kolot,['kolot'],negatif
5.0,keren,['keren'],positif
5.0,semoga di terima dan lulus saat ujian disini stt pln terbaik jaman now 😊😉,"['semoga', 'di', 'terima', 'dan', 'lulus', 'saat', 'ujian', 'disini', 'stt', 'pln', 'terbaik', 'jaman', 'now', '😊😉']",positif
5.0,karena di sinilah semua awal perjuangan ku mengabdi kepada negara ini di mulai,"['karena', 'di', 'sinilah', 'semua', 'awal', 'perjuangan', 'ku', 'mengabdi', 'kepada', 'negara', 'ini', 'di', 'mulai']",positif
5.0,sttpln duri kosambi,"['sttpln', 'duri', 'kosambi']",netral
5.0,sekolah yang membuat lulusan sarjana berkompetensi di dunia kerja seperti militan,"['sekolah', 'yang', 'membuat', 'lulusan', 'sarjana', 'berkompetensi', 'di', 'dunia', 'kerja', 'seperti', 'militan']",positif
4.0,sekolah tinggi teknik pln yang bernaung di bawah yayasan pendisikan kesejahteraan pt pln,"['sekolah', 'tinggi', 'teknik', 'pln', 'yang', 'bernaung', 'di', 'bawah', 'yayasan', 'pendisikan', 'kesejahteraan', 'pt', 'pln']",netral
5.0,tempatnya dimana anak teknik berprestasi berada dikemudian hari insya allah,"['tempatnya', 'dimana', 'anak', 'teknik', 'berprestasi', 'berada', 'dikemudian', 'hari', 'insya', 'allah']",positif
4.0,tempat kader baru sarjana kelistrikan,"['tempat', 'kader', 'baru', 'sarjana', 'kelistrikan']",netral
5.0,boleh informasi koskosan sekitaran kampus dong,"['boleh', 'informasi', 'koskosan', 'sekitaran', 'kampus', 'dong']",netral
5.0,alhamdulillah anak saya yang nomer 1 sudah lulus dari sini,"['alhamdulillah', 'anak', 'saya', 'yang', 'nomer', '1', 'sudah', 'lulus', 'dari', 'sini']",positif
5.0,kampus yang mantab selain itu memang tempat kerja aku,"['kampus', 'yang', 'mantab', 'selain', 'itu', 'memang', 'tempat', 'kerja', 'aku']",positif
5.0,dosen panya keceeee cc pak rakhmadi 👌🏻👌🏻😍,"['dosen', 'panya', 'keceeee', 'cc', 'pak', 'rakhmadi', '👌🏻👌🏻😍']",positif
5.0,harapan anakku memulai menuntut ilmusukses selalu,"['harapan', 'anakku', 'memulai', 'menuntut', 'ilmusukses', 'selalu']",positif
5.0,tempat yang mengajarkan ku tentang listrik di tempat ini lah aku belajar,"['tempat', 'yang', 'mengajarkan', 'ku', 'tentang', 'listrik', 'di', 'tempat', 'ini', 'lah', 'aku', 'belajar']",positif
5.0,😎😎,['😎😎'],netral
5.0,bagus,['bagus'],positif
4.0,ingat pintu masuk sebelum pombensin sebelah toko ban,"['ingat', 'pintu', 'masuk', 'sebelum', 'pombensin', 'sebelah', 'toko', 'ban']",netral
