rating,snippet,tokens,label_sentimen
5.0,mantap kampus teknologi dan bisnis energi unggulan,"['mantap', 'kampus', 'teknologi', 'bisnis', 'energi', 'unggul']",positif
5.0,pertamina university salah satu universitas paling banyak berkontribusi untuk negeri jayalah selalu,"['pertamina', 'university', 'salah', 'universitas', 'kontribusi', 'negeri', 'jaya']",positif
1.0,kampus kebanyakan korupsi spp mahal tapi kursi kuliah yang ada mejanya sudah banyak yang tidak layak pakai kantinnya jorok fasilitas lab tidak lengkap,"['kampus', 'banyak', 'korupsi', 'spp', 'mahal', 'kursi', 'kuliah', 'meja', 'layak', 'pakai', 'kantin', 'jorok', 'fasilitas', 'lab', 'lengkap']",negatif
1.0,pelayanan front liner tidak baik tidak responsif tidak ada senyum sama sekali minimal memilih kandidat untuk frontliner yang murah senyum dan enak dilihat saya follow up via telepon juga tidak ada yang angkat dan tidak ada kejelasan semoga kritikan ini bisa membangun universitas pertamina karena sayang sekali kampus bergengsi tapi pelayanan garda terdepan tidak memumpuni trms,"['layan', 'front', 'liner', 'responsif', 'senyum', 'minimal', 'pilih', 'kandidat', 'frontliner', 'murah', 'senyum', 'enak', 'follow', 'up', 'via', 'telepon', 'angkat', 'jelas', 'moga', 'kritik', 'bangun', 'universitas', 'pertamina', 'sayang', 'kampus', 'gengsi', 'layan', 'garda', 'depan', 'mumpuni', 'trms']",negatif
5.0,lingkungannya bagus dan tertata rapi fasilitas umum untuk universitas juga terjada dengan baik dan diawasi oleh pengamansatpam dengan baik juga dapat mengetahui beberapa tempat secara efisien dengan bisa bertanya kepada petugas keamanan,"['lingkung', 'bagus', 'tata', 'rapi', 'fasilitas', 'universitas', 'terjada', 'awas', 'pengamansatpam', 'efisien', 'tugas', 'aman']",positif
1.0,kantin nya panas bau ada ac cuman tidak nyala kantin nya tidak bagus,"['kantin', 'nya', 'panas', 'bau', 'ac', 'cuman', 'nyala', 'kantin', 'nya', 'bagus']",negatif
5.0,seharihari kuliah di sini tempatnya nyaman buat pengunjung umum bisa dengan mudah menemukan mushalla dan toilet dibagian depan satu kawasan dengan ruang pertemuan kolam renang dan kawasan rs khusus covid tempatnya aman dengan pengawasan yang baik,"['seharihari', 'kuliah', 'tempat', 'nyaman', 'unjung', 'mudah', 'temu', 'mushalla', 'toilet', 'bagi', 'kawasan', 'ruang', 'temu', 'kolam', 'renang', 'kawasan', 'rs', 'khusus', 'covid', 'tempat', 'aman', 'awas']",positif
5.0,universitas yang berada dipusat ibukota jakarta mencetak pribadi mahasiswa yang mumpuni dan unggul dalam segala bidang,"['universitas', 'pusat', 'ibukota', 'jakarta', 'cetak', 'pribadi', 'mahasiswa', 'mumpuni', 'unggul', 'bidang']",positif
4.0,di dalemnya ternyata luas,"['dalem', 'luas']",positif
5.0,fasilitas cukup bagus dosendosen juga terpercaya karena sebagian pengajar dari universitas yang ternama di indonesia pilihan jurusan variatif semoga menjadi kampus yang dapat menyumbang para ilmuwan untuk kemajuan bangsa indonesia,"['fasilitas', 'bagus', 'dosendosen', 'percaya', 'ajar', 'universitas', 'nama', 'indonesia', 'pilih', 'jurus', 'variatif', 'moga', 'kampus', 'sumbang', 'ilmuwan', 'maju', 'bangsa', 'indonesia']",positif
5.0,suasana kampus yang nyaman dan asri tenang untuk belajar,"['suasana', 'kampus', 'nyaman', 'asri', 'tenang', 'ajar']",positif
5.0,universitas swasta yang berada dipusat ibukota teatnya di jakarta selatan waktu tempuh hanya 5 menit dari stadion gbk fasilitas cukup lengkapparkir luas motor dan mobil terdapat 15 jurusan disini dari mulai sosial dan saintek yang berfokus didunia minyak dan gas bumi terdapat gedung rektorat gedung belajar mengajar gedung lboratorium gor kolam renang dan lain-lain,"['universitas', 'swasta', 'pusat', 'ibukota', 'teatnya', 'jakarta', 'selatan', 'tempuh', '5', 'menit', 'stadion', 'gbk', 'fasilitas', 'lengkapparkir', 'luas', 'motor', 'mobil', '15', 'jurus', 'sosial', 'saintek', 'fokus', 'dunia', 'minyak', 'gas', 'bumi', 'gedung', 'rektorat', 'gedung', 'ajar', 'ajar', 'gedung', 'lboratorium', 'gor', 'kolam', 'renang', 'lain']",positif
4.0,a very good place compare tapi my university sangat cozy dan banyak tempat untuk duduk ada masjid besar ada musholah di setiap lantai ada musholla walupun hanya berbentuk ruangan kecil sayang saja karpet dan mukena seperti tidak pernah di cuci bikin gatal,"['a', 'very', 'good', 'place', 'compare', 'my', 'university', 'cozy', 'duduk', 'masjid', 'musholah', 'lantai', 'musholla', 'walupun', 'bentuk', 'ruang', 'sayang', 'karpet', 'mukena', 'cuci', 'bikin', 'gatal']",positif
2.0,kecewa sama petugas parkirnya hari ini tanggal 15januari2022 tidak dikasih struk parkirtiba2 dkenai biaya pas 5rb padahal cuma drop off ajasbnrnya parkiran cuma drop memang kena parkir yanext karcis parkir harus dberi kepengendara,"['kecewa', 'tugas', 'parkir', 'tanggal', '15januari2022', 'kasih', 'struk', 'parkirtiba2', 'dkenai', 'biaya', 'pas', '5rb', 'drop', 'off', 'ajasbnrnya', 'parkir', 'drop', 'kena', 'parkir', 'yanext', 'karcis', 'parkir', 'dberi', 'kendara']",negatif
4.0,tempat nya luas dan bagus sepertinya ruang dosen terpusat di gedung rektorat bahkan ada juga ruang kelas di dalam gedung rektorat makanan di kantin murah ada mushollah besar sempat sholat di mushollah yang kecil tapi air nya mati satuan pengamanan nya sangat ramah,"['nya', 'luas', 'bagus', 'ruang', 'dosen', 'pusat', 'gedung', 'rektorat', 'ruang', 'kelas', 'gedung', 'rektorat', 'makan', 'kantin', 'murah', 'mushollah', 'sholat', 'mushollah', 'air', 'nya', 'mati', 'satu', 'aman', 'nya', 'ramah']",positif
5.0,setelah saya tinggal disini selama 1 tahun lebih sepertinya akan menjadi kenangan yang paling indah dalam hidupku karena saya di tempat ini bisa mengenal lebih banyak orangorang mungkin saya untuk ke depannya bisa menjadi pegawai tetap tidak seperti sekarang ini hanya pegaewai tahunan yang setiap tahunnya di perpanjang kontrak saya,"['tinggal', '1', 'kenang', 'indah', 'hidup', 'kenal', 'orangorang', 'depan', 'pegawai', 'pegaewai', 'tahun', 'tahun', 'panjang', 'kontrak']",positif
2.0,bulan april yang lalu tepatnya tanggalnya saya lupa anak saya ikut test di medan dan dia menang hari ini terakhir pelunasan biayanya dan kami tidak sanggup untuk membayaranak saya sangat sedih dan selalu murung nama anak saya million lumban raja,"['april', 'tepat', 'tanggal', 'lupa', 'anak', 'test', 'medan', 'menang', 'lunas', 'biaya', 'sanggup', 'membayaranak', 'sedih', 'murung', 'nama', 'anak', 'million', 'lumban', 'raja']",negatif
4.0,jalan menuju lokasi macet banget dari depok better naik kereta ke st kebayoran transit di st tanah abang hanya sekitar 35 kamu dari st kebayorangampang naik go jek atau grab,"['jalan', 'lokasi', 'macet', 'banget', 'depok', 'better', 'kereta', 'st', 'kebayoran', 'transit', 'st', 'tanah', 'abang', '35', 'st', 'kebayorangampang', 'go', 'jek', 'grab']",negatif
5.0,kampus paling keren selain di naungi nama besar pertamina universitas pertamina juga di dukung dosen dosen muda berprestasi lulusan universitas ternama luar negeri terletak di tengah kota metropolitan jakarta selatan yang bebas banjir dan teduh kampus ini di lengkapi dengan banyak fasilitas yang lengkap dan mewah mulai dari kolam renang hotel lapangan bola hingga rumah sakit kusus covid,"['kampus', 'keren', 'naung', 'nama', 'pertamina', 'universitas', 'pertamina', 'dukung', 'dosen', 'dosen', 'muda', 'prestasi', 'lulus', 'universitas', 'nama', 'negeri', 'letak', 'kota', 'metropolitan', 'jakarta', 'selatan', 'bebas', 'banjir', 'teduh', 'kampus', 'lengkap', 'fasilitas', 'lengkap', 'mewah', 'kolam', 'renang', 'hotel', 'lapang', 'bola', 'rumah', 'sakit', 'sus', 'covid']",positif
5.0,mantap call center nya gercep admin wa ramah fast respond saat ada masalah pengisian daftar kuliah keren banget,"['mantap', 'call', 'center', 'nya', 'gercep', 'admin', 'wa', 'ramah', 'fast', 'respond', 'isi', 'daftar', 'kuliah', 'keren', 'banget']",positif
4.0,lokasi universitas ada di dalam kompleks khusus pertamina bisa dicapai dengan bus trans jakarta tersedia gelanggang olah raga residence dan kolam renang fasilitas dari gedung universitas tersambung dengan gor musholla ditemukan diluar gedung universitas dan toilet ada didalam gedung lahan parkir tersedia cukup tapi tidak banyak karena harus berbagi dengan pengunjung lokasi lain kantin terpisah dari gedung universitas di kantin tersedia banyak pilihan makanan,"['lokasi', 'universitas', 'kompleks', 'khusus', 'pertamina', 'capai', 'bus', 'trans', 'jakarta', 'sedia', 'gelanggang', 'olah', 'raga', 'residence', 'kolam', 'renang', 'fasilitas', 'gedung', 'universitas', 'sambung', 'gor', 'musholla', 'temu', 'luar', 'gedung', 'universitas', 'toilet', 'dalam', 'gedung', 'lahan', 'parkir', 'sedia', 'bagi', 'unjung', 'lokasi', 'kantin', 'pisah', 'gedung', 'universitas', 'kantin', 'sedia', 'pilih', 'makan']",positif
5.0,area kampus strategis dekat dengan senayan security dan pegawainya ramah fasilitas labnya sangat mendukung apalagi di labelektrounivpertamina,"['area', 'kampus', 'strategis', 'senayan', 'security', 'pegawai', 'ramah', 'fasilitas', 'lab', 'dukung', 'labelektrounivpertamina']",positif
5.0,walaupun bangunan sudah berumur tapi tetap banyak peminat nya karena lokasi nya yang strategis,"['bangun', 'umur', 'minat', 'nya', 'lokasi', 'nya', 'strategis']",positif
4.0,tempat yang nyaman dan aman,"['nyaman', 'aman']",positif
5.0,tempat dan dosen sangat bagus semoga adik saya bisa menjadi mahasiswi baik disana,"['dosen', 'bagus', 'moga', 'adik', 'mahasiswi', 'sana']",positif
5.0,sptnya kampus nya luas ini kampus pilihan untuk yang ingin mengabdi di bidang minyak mineral bebatuan dan lainnya semoga selalu mengutamakan kualitasnya,"['sptnya', 'kampus', 'nya', 'luas', 'kampus', 'pilih', 'abdi', 'bidang', 'minyak', 'mineral', 'bebatuan', 'moga', 'utama', 'kualitas']",positif
2.0,bagaimana untuk menghubungi kontaknya mau bertanya tentang uang kuliah dan kapan pendaftarannya tolong dibantu yang punya kontaknya,"['hubung', 'kontak', 'uang', 'kuliah', 'daftar', 'tolong', 'bantu', 'kontak']",netral
5.0,universitas pertamina adalah sebuah universitas yang berdiri pada tahun 2016 yang berlokasi di kawasan simprug jakarta selatan universitas yang pengelolahanya berada di bawah naungan yayasan pertamina pertamina foundation ini di resmikan pada 11 februari 2016 rencananya universitas ini akan menempati lahan seluas 65 hektare di kawasan simprug jakarta selatan dan akan ditunjang fasilitas dua gedung masingmasing sembilan lantai dan empat lantai sarana olahraga dan perpustakaan pertamina universitas pertamina akan mulai membuka tahun ajaran baru pada juli 2016 melalui pertamina foundation diperkirakan setiap program studi sarjana minimal 60 mahasiswa sehingga tiap tahun ajaran sedikitnya menerima 900 mahasiswa baru,"['universitas', 'pertamina', 'universitas', 'diri', '2016', 'lokasi', 'kawasan', 'simprug', 'jakarta', 'selatan', 'universitas', 'pengelolahanya', 'naung', 'yayasan', 'pertamina', 'pertamina', 'foundation', 'resmi', '11', 'februari', '2016', 'rencana', 'universitas', 'tempat', 'lahan', 'luas', '65', 'hektare', 'kawasan', 'simprug', 'jakarta', 'selatan', 'tunjang', 'fasilitas', 'gedung', 'masingmasing', 'sembilan', 'lantai', 'lantai', 'sarana', 'olahraga', 'pustaka', 'pertamina', 'universitas', 'pertamina', 'buka', 'ajar', 'juli', '2016', 'pertamina', 'foundation', 'program', 'studi', 'sarjana', 'minimal', '60', 'mahasiswa', 'ajar', 'terima', '900', 'mahasiswa']",positif
5.0,insya allah universitas akan mencetak lulusan2x yang terbaik program2x kuliah cukup ketat profesional anak saya kuliah disini angkatan pertama th2016,"['insya', 'allah', 'universitas', 'cetak', 'lulusan2x', 'baik', 'program2x', 'kuliah', 'ketat', 'profesional', 'anak', 'kuliah', 'angkat', 'th2016']",positif
5.0,ini adalah kampus tempat saya menuntut ilmu sejak 2017 menurut saya kampus ini memiliki sarana prasarana yang baik namun masih memiliki sedikit kekurangan di beberapa tempat,"['kampus', 'tuntut', 'ilmu', '2017', 'kampus', 'milik', 'sarana', 'prasarana', 'milik', 'kurang']",netral
5.0,anak ku krisfanri natanael aritonang sudah lulus test tinggal menunggu hasil test ipb untuk memutuskan pilih atau tidak,"['anak', 'ku', 'krisfanri', 'natanael', 'aritonang', 'lulus', 'test', 'tinggal', 'tunggu', 'hasil', 'test', 'ipb', 'putus', 'pilih']",netral
1.0,pengembalian uang masuk kuliah anak saya karena pengunduran diri diterima sbmptn lama dan susah dihubungi kontak telepon nya,"['kembali', 'uang', 'masuk', 'kuliah', 'anak', 'undur', 'terima', 'sbmptn', 'susah', 'hubung', 'kontak', 'telepon', 'nya']",negatif
5.0,universitas pertamina bagian dari asosiasi perguruan tinggi bumn merupakan universitas swasta yang uang kuliahnya termasuk salah satu yang paling murah dan sangat worth itu dengan kualitasnya,"['universitas', 'pertamina', 'asosiasi', 'guru', 'bumn', 'universitas', 'swasta', 'uang', 'kuliah', 'salah', 'murah', 'worth', 'kualitas']",positif
5.0,ponakan ku mejadi mahasiswi di kampus ini juga pertama kali datang ke kampusbingung juga mencari nya fasilutas kampus dan praktek nya bagus,"['ponakan', 'ku', 'mejadi', 'mahasiswi', 'kampus', 'kali', 'kampusbingung', 'cari', 'nya', 'fasilutas', 'kampus', 'praktek', 'nya', 'bagus']",positif
4.0,dahulu tempat ini lebih dikenal tempat wedding atau pesta perkawinan entah akhir akhir ini kok ada universitas nya mungkin pertamina tidak mau kalah dengan ui itb uin dan atau universitas lainnya,"['kenal', 'wedding', 'pesta', 'kawin', 'universitas', 'nya', 'pertamina', 'kalah', 'ui', 'itb', 'uin', 'universitas']",negatif
5.0,tempat sangat nyaman parkiran sangat luas,"['nyaman', 'parkir', 'luas']",positif
4.0,tempatnya luasdan yang saya kunjungi kemarin itu di bagian simprug di bagian penanganan covid19 milik pemerintah,"['tempat', 'luasdan', 'kunjung', 'kemarin', 'simprug', 'tangan', 'covid19', 'milik', 'perintah']",positif
5.0,buat yang tertarik sama industri energi terjamin banyak ilmu penting dari petinggi minyak dan gas bumi yang sering buka diskusi di kampus ini,"['tarik', 'industri', 'energi', 'jamin', 'ilmu', 'petinggi', 'minyak', 'gas', 'bumi', 'buka', 'diskusi', 'kampus']",positif
5.0,halo aku mahasiswa dari brawijaya university tahun ajaran 20152016 mau mencoba daftar di universitas pertamina semoga keterima he sih you maba 2016 universitas pertamina,"['halo', 'mahasiswa', 'brawijaya', 'university', 'ajar', '20152016', 'coba', 'daftar', 'universitas', 'pertamina', 'moga', 'terima', 'he', 'sih', 'you', 'maba', '2016', 'universitas', 'pertamina']",netral
5.0,kampusnya luas dan fasilitasnya banyak,"['kampus', 'luas', 'fasilitas']",positif
5.0,informasinya membantu untuk yang diluar kota,"['informasi', 'bantu', 'luar', 'kota']",positif
5.0,tempat yang bagus dengan fasilitas oke serta nyaman untuk lanjut belajar kuliah s1 yuk kuliah,"['bagus', 'fasilitas', 'oke', 'nyaman', 'ajar', 'kuliah', 's1', 'yuk', 'kuliah']",positif
5.0,semoga puluhan tahun ke depan anak2ku bisa kuliah di sini anyway aku belum punya anak,"['moga', 'puluh', 'anak2ku', 'kuliah', 'anyway', 'anak']",netral
5.0,universitas itu berada di sebelah kiri bila dari arah stasiun keteta api kebayoran lama,"['universitas', 'belah', 'kiri', 'arah', 'stasiun', 'teta', 'api', 'kebayoran']",netral
5.0,nganter orang kerja sok far bersih parkiran luas bagus,"['nganter', 'orang', 'kerja', 'sok', 'far', 'bersih', 'parkir', 'luas', 'bagus']",positif
3.0,pernah kesini,['kesini'],netral
3.0,lingkungan bagus sayang nya susah akses ut ukuran pendidikan,"['lingkung', 'bagus', 'sayang', 'nya', 'susah', 'akses', 'ut', 'ukur', 'didik']",negatif
5.0,universitas impian saya ini dalam nama yesus semoga saya bisa masuk universitas pertamina ini ditahun 2022 nanti,"['universitas', 'impi', 'nama', 'yesus', 'moga', 'masuk', 'universitas', 'pertamina', 'tahun', '2022']",positif
5.0,kapan pengumuman jalur sobat bumi natuna diumumkan,"['umum', 'jalur', 'sobat', 'bumi', 'natuna', 'umum']",netral
5.0,universitas pertamina mempunyai kantin dibagian belakang,"['universitas', 'pertamina', 'kantin', 'bagi']",positif
5.0,recomended kampus bagi teman teman yang cari kampus dan kampus benar benar terintegrasi dengan industri,"['recomended', 'kampus', 'teman', 'teman', 'cari', 'kampus', 'kampus', 'integrasi', 'industri']",positif
5.0,bismillah semoga ananda nabilah suryani bisa lulus tes kuliah di sini,"['bismillah', 'moga', 'ananda', 'nabi', 'suryani', 'lulus', 'tes', 'kuliah']",positif
5.0,sayang baru dibuka tahun ini kalau 2011 sudah ada pengin masuk sini,"['sayang', 'buka', '2011', 'pengin', 'masuk']",negatif
5.0,tenaga pengajar dan fasilitasnya bagus banyak expert dari pertamina langsung yang memberikan materi perkuliahan,"['tenaga', 'ajar', 'fasilitas', 'bagus', 'expert', 'pertamina', 'langsung', 'materi', 'kuliah']",positif
2.0,posisi maps universitas pertamina bukan disitu depan jalanharusnya didalamsusah ngebid ini,"['posisi', 'maps', 'universitas', 'pertamina', 'situ', 'jalanharusnya', 'didalamsusah', 'ngebid']",negatif
5.0,apakah bisa saya masuk di pertengahan semester soalnya saya terlambat daftar,"['masuk', 'tengah', 'semester', 'lambat', 'daftar']",negatif
5.0,bersihamantenang cocok untuk kuliah belajar mengajar,"['bersihamantenang', 'cocok', 'kuliah', 'ajar', 'ajar']",positif
3.0,mau tanya yang tahu lokasi tempat ujian universitas pertamina di makassar dimana ya mohon bantuannya,"['lokasi', 'uji', 'universitas', 'pertamina', 'makassar', 'mana', 'ya', 'mohon', 'bantu']",netral
5.0,enak banget suasananya instaspot dan nyaman,"['enak', 'banget', 'suasana', 'instaspot', 'nyaman']",positif
5.0,kalau mau masuk sekolah ini pakai tes tidak tes nya apa,"['masuk', 'sekolah', 'pakai', 'tes', 'tes', 'nya']",netral
4.0,tempatnya nyaman luas bersih,"['tempat', 'nyaman', 'luas', 'bersih']",positif
4.0,gedung griya legita tempat yang nyaman untuk belajar ac berfungsi dengan baik,"['gedung', 'griya', 'legita', 'nyaman', 'ajar', 'ac', 'fungsi']",positif
5.0,semoga universitas pertamina menjadi kampus unggulan di bidang perminyakan indonesia,"['moga', 'universitas', 'pertamina', 'kampus', 'unggul', 'bidang', 'minyak', 'indonesia']",positif
4.0,semoga cucuku dapat sukses belajar disini aamiinn,"['moga', 'cucu', 'sukses', 'ajar', 'aamiinn']",positif
4.0,semoga anak saya bisa kuliah di universitas pertamina tahun ini aminaminamin,"['moga', 'anak', 'kuliah', 'universitas', 'pertamina', 'aminaminamin']",positif
5.0,mantap universitas yang bagus dan baik untuk masa depan,"['mantap', 'universitas', 'bagus']",positif
4.0,persiapan dan pelaksanaan vaksinasi yang baik terima kasih,"['siap', 'laksana', 'vaksinasi', 'terima', 'kasih']",positif
5.0,fasilitas kumplit kantin banyak pilihan,"['fasilitas', 'kumplit', 'kantin', 'pilih']",positif
5.0,apakah ada orang di universitas ini yang bermain bola basket,"['orang', 'universitas', 'main', 'bola', 'basket']",netral
5.0,strategis diantara apartemen mewah,"['strategis', 'apartemen', 'mewah']",positif
5.0,semoga anaku intan deanida bisa di terima,"['moga', 'ana', 'intan', 'deanida', 'terima']",positif
4.0,tempatnya bagus untuk kuliah dan bagus juga guru gurunya,"['tempat', 'bagus', 'kuliah', 'bagus', 'guru', 'guru']",positif
5.0,anak kamikuliah disini,"['anak', 'kamikuliah']",netral
5.0,tempatny luas security nya pun ramah,"['tempatny', 'luas', 'security', 'nya', 'ramah']",positif
5.0,keindahan senja terpandang dari ruang 2606 gedung grialegita,"['indah', 'senja', 'pandang', 'ruang', '2606', 'gedung', 'grialegita']",positif
5.0,kampus yang baik ditingkatkan lagi kualitas fasilitas dan prestasinya,"['kampus', 'tingkat', 'kualitas', 'fasilitas', 'prestasi']",positif
3.0,sayangnya akses agak muter kalau dari permata hijau,"['sayang', 'akses', 'muter', 'permata', 'hijau']",negatif
5.0,universitas pertamina simprug lengkap dengan laboratorium sarana olah raga dan juga residence,"['universitas', 'pertamina', 'simprug', 'lengkap', 'laboratorium', 'sarana', 'olah', 'raga', 'residence']",positif
5.0,tempat menuntut ilmu bagi anak-anak kita,"['tuntut', 'ilmu', 'anak']",netral
5.0,bagus dan protokol kesehatan dijalankan dengan sangat baik,"['bagus', 'protokol', 'sehat', 'jalan']",positif
5.0,kampus yang cukup terbaik,"['kampus', 'baik']",positif
5.0,baik,[],positif
4.0,untuk menghubungi pihak kampus via telpon sangat sangat susahbagaimana dapat informasi lain selain google dan belum di update berita terkininya,"['hubung', 'kampus', 'via', 'telpon', 'susahbagaimana', 'informasi', 'google', 'update', 'berita', 'kini']",negatif
5.0,ok banget buat referensi,"['ok', 'banget', 'referensi']",positif
4.0,lokasi di simprug kalau tanpa tidak maps entah sampai atau tidak ke sini,"['lokasi', 'simprug', 'maps']",negatif
5.0,lumayan buat ekonomi menengah terjangkau,"['lumayan', 'ekonomi', 'tengah', 'jangkau']",positif
4.0,cukup baik,[],netral
5.0,okay siiip bosss mantapppp securitynya cepat tanggap dan sopan kepada pengunjung nya okaysiiiiip bos,"['okay', 'siiip', 'bosss', 'mantapppp', 'securitynya', 'cepat', 'tanggap', 'sopan', 'unjung', 'nya', 'okaysiiiiip', 'bos']",positif
5.0,masa kecilku tak sd sampai dan stm lalu pindah tahun 1989,"['kecil', 'sd', 'stm', 'pindah', '1989']",netral
5.0,bukber,['bukber'],netral
5.0,nice semoga bisa masuk,"['nice', 'moga', 'masuk']",positif
5.0,jalanan bebas dari macet udara masih asri,"['jalan', 'bebas', 'macet', 'udara', 'asri']",positif
5.0,universitas dengan sarana dan prasarana yang sangat memadai,"['universitas', 'sarana', 'prasarana', 'pada']",positif
5.0,bismillahsemoga di terima di universitas iniamminn,"['bismillahsemoga', 'terima', 'universitas', 'iniamminn']",positif
5.0,semoga anak saya bisa masuk di universitas pertamina tahun ini,"['moga', 'anak', 'masuk', 'universitas', 'pertamina']",positif
5.0,semoga menjadi universtas yang menjadi tujuan dan cita-cita anak saya,"['moga', 'universtas', 'tuju', 'cita', 'anak']",positif
3.0,lokasi berada di jalan teuku nyak arief,"['lokasi', 'jalan', 'teuku', 'nyak', 'arief']",netral
5.0,moch ilham aillanajah ra 2018,"['moch', 'ilham', 'aillanajah', 'ra', '2018']",netral
1.0,siapa nya tidak merespons sudah hampir sebulan cumwn dibalas sepatah kata,"['nya', 'respons', 'bulan', 'cumwn', 'balas', 'patah']",negatif
1.0,bagian administrasinya sangat tidak professional,"['administrasi', 'professional']",negatif
5.0,tempatnya bagus bersih,"['tempat', 'bagus', 'bersih']",positif
5.0,gps akurat dan tepat buat ngebit,"['gps', 'akurat', 'ngebit']",positif
5.0,semoga bisa jadi yang terbaik disini,"['moga', 'baik']",positif
5.0,ramah dan fast respons,"['ramah', 'fast', 'respons']",positif
4.0,tempat parkir lumayan nyaman,"['parkir', 'lumayan', 'nyaman']",positif
