rating,snippet,tokens,label_sentimen
5.0,tempat mencari ilmu disini saya belajar kemandirian tempat banyak cerita cinta tertawa,"['cari', 'ilmu', 'ajar', 'mandiri', 'cerita', 'cinta', 'tertawa']",positif
1.0,saya tanya lewat whatsapp terkait pendaftaran di ulbi adminnya lambat banget responnya niat tidak sih jadi admin dan niat juga tidak membuka pendaftaran lewat email juga tidak ada tanggapan sudah beberapa hari dan saya sudah sering ngechat dan tetap sama tidak ada balesan bagaimana ini ulbi,"['whatsapp', 'kait', 'daftar', 'ulbi', 'adminnya', 'lambat', 'banget', 'responnya', 'niat', 'sih', 'admin', 'niat', 'buka', 'daftar', 'email', 'tanggap', 'ngechat', 'balesan', 'ulbi']",negatif
5.0,universitas yang keren habis tempat belajar yang oke dengan proses belajar yang sangat menyenangkan sehingga mengantarkan saya pada sebuah kesempatan yang luar biasa untuk bisa mendapatkan beasiswa ikatan dinas oleh pt pos indonesia dengan jaminan lulus langsung kerja ulbi keren,"['universitas', 'keren', 'habis', 'ajar', 'oke', 'proses', 'ajar', 'senang', 'antar', 'sempat', 'beasiswa', 'ikat', 'dinas', 'pt', 'pos', 'indonesia', 'jamin', 'lulus', 'langsung', 'kerja', 'ulbi', 'keren']",positif
5.0,saya berkunjung kesini ketika mengikuti tes utbk setelah berkeliling fasilitas kampus ini cukup bagus poltekpos dan stimolog sekarang sedang proses meger ke ulbiuniversitas logistik bisnis internasional para satuan pengamanan disini pada ramah ada kegiatan mahasiswa juga yang terlihat menyenangkan,"['kunjung', 'kesini', 'ikut', 'tes', 'utbk', 'keliling', 'fasilitas', 'kampus', 'bagus', 'poltekpos', 'stimolog', 'proses', 'meger', 'ulbiuniversitas', 'logistik', 'bisnis', 'internasional', 'satu', 'aman', 'ramah', 'giat', 'mahasiswa', 'senang']",positif
5.0,kampus bumn ter orange,"['kampus', 'bumn', 'ter', 'orange']",netral
5.0,di sinii suasana kampus nya nyamaan dan kondusif falisitas yang disediakan memadai untuk kegiatan pembelajaran lingkungan area kampus juga aman jauh dari hingar hingar banyak tempat healing yang bisa dijangkau dari sinii merupakan pilihan yang tepat buat kamu yang ingin menjadi ahli di bidang management logistic trust me,"['sini', 'suasana', 'kampus', 'nya', 'nyamaan', 'kondusif', 'falisitas', 'sedia', 'pada', 'giat', 'ajar', 'lingkung', 'area', 'kampus', 'aman', 'hingar', 'hingar', 'healing', 'jangkau', 'sini', 'pilih', 'ahli', 'bidang', 'management', 'logistic', 'trust', 'me']",positif
5.0,kampus terbaik bagi pendidikan ilmu logistik dan bisnis internasional dan lulusannya benar-benar bisa langsung siap kerja karena adik saya sendiri juga alumni ulbi yang dulunya bernama poltekpos,"['kampus', 'baik', 'didik', 'ilmu', 'logistik', 'bisnis', 'internasional', 'lulus', 'benar', 'langsung', 'kerja', 'adik', 'alumni', 'ulbi', 'dulunya', 'nama', 'poltekpos']",positif
5.0,kampusnya enak banget asri dan adem sarana olahraga juga lengkap cari kosan sekitar situ banyak kok tempat makan dan jajanan juga banyak jadi tidak kuatir kelaparan he,"['kampus', 'enak', 'banget', 'asri', 'adem', 'sarana', 'olahraga', 'lengkap', 'cari', 'kosan', 'situ', 'makan', 'jajan', 'kuatir', 'lapar', 'he']",positif
5.0,pt pos indonesia adalah badan usaha milik negara dan sudah pasti dijamin kapabilitasnya dengan jangkauan layanan yang merata diseluruh wilayah indonesia kami yakin pt pos indonesia akan selalu berbenah dan mengembangkan dirinya untuk menjadi perusahaan yang terbaik dengan penuh tanggung jawab terhadap konsumennya,"['pt', 'pos', 'indonesia', 'badan', 'usaha', 'milik', 'negara', 'jamin', 'kapabilitasnya', 'jangkau', 'layan', 'rata', 'seluruh', 'wilayah', 'indonesia', 'pt', 'pos', 'indonesia', 'benah', 'kembang', 'usaha', 'baik', 'penuh', 'tanggung', 'konsumen']",positif
5.0,kampusnya keren lokasinya mudah diakses dan program studinya itu loh sangat prospektif dan up tapi date dengan situasi perkembangan bisnis saat ini dan lulusannya banyak berkiprah di dunia logistik nasionalpokoke sangat pas buat menuntut ilmu disini,"['kampus', 'keren', 'lokasi', 'mudah', 'akses', 'program', 'studi', 'loh', 'prospektif', 'up', 'date', 'situasi', 'kembang', 'bisnis', 'lulus', 'kiprah', 'dunia', 'logistik', 'nasionalpokoke', 'pas', 'tuntut', 'ilmu']",positif
5.0,universitas logistik dan bisnis internasional merupakan universitas pertama di indonesia yang fokus di bidang logistik universitas ini hasil merger dua institusi pendidikan di bawah pt pos indonesia yaitu sekolah tinggi manajemen logistik stimlog dan politeknik pos indonesia keduanya merupakan institusi pendidikan dibawah pt pos indonesia stimlog yang merupakan sekolah pertama keilmuan logistik dan transporatsi di indonesia dimana lulusannya bergelar sarjana logistik slog dan alumninya tersebar diseluruh indonesia dengan penempatan pusat pusat logistik dan transportasi hasil survey penguna alumni stimlog menunjukan 873 pengguna puas dengan kompetensi lulusan stimlog dan hasil tracer alumni menunjukkan bahwa kompetensi utama menunjukan sesuai dengan kebutuhan industri logistik dan transportasi,"['universitas', 'logistik', 'bisnis', 'internasional', 'universitas', 'indonesia', 'fokus', 'bidang', 'logistik', 'universitas', 'hasil', 'merger', 'institusi', 'didik', 'pt', 'pos', 'indonesia', 'sekolah', 'manajemen', 'logistik', 'stimlog', 'politeknik', 'pos', 'indonesia', 'institusi', 'didik', 'bawah', 'pt', 'pos', 'indonesia', 'stimlog', 'sekolah', 'ilmu', 'logistik', 'transporatsi', 'indonesia', 'mana', 'lulus', 'gelar', 'sarjana', 'logistik', 'slog', 'alumni', 'sebar', 'seluruh', 'indonesia', 'tempat', 'pusat', 'pusat', 'logistik', 'transportasi', 'hasil', 'survey', 'penguna', 'alumni', 'stimlog', 'tunjuk', '873', 'guna', 'puas', 'kompetensi', 'lulus', 'stimlog', 'hasil', 'tracer', 'alumni', 'kompetensi', 'utama', 'tunjuk', 'sesuai', 'butuh', 'industri', 'logistik', 'transportasi']",positif
5.0,kampus yang keren menghasilkan talenta terbaik di bidang manajemen logistik dan supply chain lulusannya siap kerja sehingga cepat direkrut sebagai expertist di berbagai perusahaan yang bergerak di industri logistik mantaaapp,"['kampus', 'keren', 'hasil', 'talenta', 'baik', 'bidang', 'manajemen', 'logistik', 'supply', 'chain', 'lulus', 'kerja', 'cepat', 'rekrut', 'expertist', 'usaha', 'gerak', 'industri', 'logistik', 'mantaaapp']",positif
5.0,kampusnya keren dan lingkunganya sejuk serta transportasi mudah menghasilkan lulusan terbaik dibidang logistik dan supplay chain dan siapkerja sehingga cepat direkrut perusahaan yang bergerak dibidang logistik dan supplay chain manajemen,"['kampus', 'keren', 'lingkunganya', 'sejuk', 'transportasi', 'mudah', 'hasil', 'lulus', 'baik', 'bidang', 'logistik', 'supplay', 'chain', 'siapkerja', 'cepat', 'rekrut', 'usaha', 'gerak', 'bidang', 'logistik', 'supplay', 'chain', 'manajemen']",positif
5.0,termasuk perguruan tinggi berbasis logistik pertama di indonesia lulusannya keren banyak dibutuhkan setelah jadi ulbi lebih banyak pilihan fakultas dan jurusan yang kekinian yuk segera gabung jangan ragu ragu bonusnya kampusnya yang luas dan nyaman,"['guru', 'bas', 'logistik', 'indonesia', 'lulus', 'keren', 'butuh', 'ulbi', 'pilih', 'fakultas', 'jurus', 'kini', 'yuk', 'gabung', 'ragu', 'ragu', 'bonus', 'kampus', 'luas', 'nyaman']",positif
5.0,saya alumni angkatan pertama d4 akuntansi poltekpos yang sekarang berubah menjadi universitas logistik dan bisnis internasional banyak ilmu dan pengalaman yang di dapat selama kuliah disini terimakasih bapakibu dosenakang teteh dan teman-teman selama kuliah di poltekpos indonesia,"['alumni', 'angkat', 'd4', 'akuntansi', 'poltekpos', 'ubah', 'universitas', 'logistik', 'bisnis', 'internasional', 'ilmu', 'alam', 'kuliah', 'terimakasih', 'bapakibu', 'dosenakang', 'teteh', 'teman', 'kuliah', 'poltekpos', 'indonesia']",positif
5.0,salah satu universitas logistik bisnis terakreditasi yang bagus di indonesia dengan standart pembelajaran internasional memiliki fasilitas dan pengajar terbaik di bidang manajemen logistik and supply chain bagi yang ingin berkarir professional atau executive muda di bidang manajemen logistik supply chain wajib masuk sini lulusannya siap menghadapi era industri 40,"['salah', 'universitas', 'logistik', 'bisnis', 'akreditasi', 'bagus', 'indonesia', 'standart', 'ajar', 'internasional', 'milik', 'fasilitas', 'ajar', 'baik', 'bidang', 'manajemen', 'logistik', 'and', 'supply', 'chain', 'berkarir', 'professional', 'executive', 'muda', 'bidang', 'manajemen', 'logistik', 'supply', 'chain', 'wajib', 'masuk', 'lulus', 'hadap', 'era', 'industri', '40']",positif
5.0,kampus yang nyaman untuk menimba ilmu dan menghasilkan banyak lulusan yang siap bekerja serta mampu bersaing di industri selamat dan sukses untuk ulbi merger politeknik pos dan stimlog,"['kampus', 'nyaman', 'timba', 'ilmu', 'hasil', 'lulus', 'saing', 'industri', 'selamat', 'sukses', 'ulbi', 'merger', 'politeknik', 'pos', 'stimlog']",positif
5.0,5 orang ponakan lulusan kampus poltekpos dan anak sedang kuliah juga saat ini di ulbi semoga dengan bergabungnya politeknik pos indonesia dan sekolah tinggi manajemen logistik indonesia menjadi universitas logistik dan bisnis internasional dapat menghasilkan lulusan yang siap bekerja dan juga siap untuk membuka lapangan kerja semangaaaatt,"['5', 'orang', 'ponakan', 'lulus', 'kampus', 'poltekpos', 'anak', 'kuliah', 'ulbi', 'moga', 'gabung', 'politeknik', 'pos', 'indonesia', 'sekolah', 'manajemen', 'logistik', 'indonesia', 'universitas', 'logistik', 'bisnis', 'internasional', 'hasil', 'lulus', 'buka', 'lapang', 'kerja', 'semangaaaatt']",positif
5.0,ulbi kampusnya keren ikut membangun nusantara menghasilkan tenaga yang siap pakai dengan kopentensi dan mutu yang terjamin ok banyak universitas di negeri ini yang baik tetapi yang terbaik dan siap kan masa depan terbaik hanya kampus ulbi mantap,"['ulbi', 'kampus', 'keren', 'bangun', 'nusantara', 'hasil', 'tenaga', 'pakai', 'kopentensi', 'mutu', 'jamin', 'ok', 'universitas', 'negeri', 'baik', 'baik', 'kampus', 'ulbi', 'mantap']",positif
5.0,suasana kampus yang asri dan nyaman dengan fasilitas yang lengkap dan memadai serta programprogram studi yang dibutuhkan dunia kerja dan industri membuat ulbi menjadi pilihan tempat studi logistik terbaik,"['suasana', 'kampus', 'asri', 'nyaman', 'fasilitas', 'lengkap', 'pada', 'programprogram', 'studi', 'butuh', 'dunia', 'kerja', 'industri', 'ulbi', 'pilih', 'studi', 'logistik', 'baik']",positif
5.0,logistik saat ini positioningnya sangat strategis sekali di market mengingat akselerasi digital di bidang khususnya ecommerce akan sangat menjanjikan sekali di masa mendatang ulbi menurut saya salah satu pijakan paling pas untuk menyongsong dan menimba ilmu logistik,"['logistik', 'positioningnya', 'strategis', 'market', 'akselerasi', 'digital', 'bidang', 'ecommerce', 'janji', 'ulbi', 'salah', 'pijak', 'pas', 'songsong', 'timba', 'ilmu', 'logistik']",positif
5.0,kampus nya asri lulusannya bisa bersaing dengan lulusan dari universitas yang ada di jawa dan sudah teruji dan terbukti lulusan nya berkiprah dan terjun langsung kerja di pt pos,"['kampus', 'nya', 'asri', 'lulus', 'saing', 'lulus', 'universitas', 'jawa', 'uji', 'bukti', 'lulus', 'nya', 'kiprah', 'terjun', 'langsung', 'kerja', 'pt', 'pos']",positif
5.0,tempat yang refresentatif untuk belajar sejuk dan bisa fokus lulusannya sesuai dengan lapangan kerja yang saat ini banyak di butuhkan khusus nya di bidang industri logistik satu satunya universitas logistik di indonesia dan siap pakai,"['refresentatif', 'ajar', 'sejuk', 'fokus', 'lulus', 'sesuai', 'lapang', 'kerja', 'butuh', 'khusus', 'nya', 'bidang', 'industri', 'logistik', 'satu', 'universitas', 'logistik', 'indonesia', 'pakai']",positif
4.0,wah hebat pt pos sekarang punya universitas makin yakin sekarang pasti bisa mengalahkan pesaing2 bisnisnya seperti jne janji paxel anteraja sicepat dan kawan-kawan,"['hebat', 'pt', 'pos', 'universitas', 'kalah', 'pesaing2', 'bisnis', 'jne', 'janji', 'paxel', 'anteraja', 'sicepat', 'kawan']",positif
5.0,kampus terbaik untuk milenial suasana yang asik dengan pembimbing yang profesional menghasilkan mahasiswa yang siap kerjaayo belajar di universitas logistik,"['kampus', 'baik', 'milenial', 'suasana', 'asik', 'bimbing', 'profesional', 'hasil', 'mahasiswa', 'kerjaayo', 'ajar', 'universitas', 'logistik']",positif
5.0,kampus bagus sarana dan prasarana lengkap lulusannya banyak dipinang perusahaan logistik karena sudah siap menghadapi dinamika dan problematika bisnis logistik,"['kampus', 'bagus', 'sarana', 'prasarana', 'lengkap', 'lulus', 'pinang', 'usaha', 'logistik', 'hadap', 'dinamika', 'problematika', 'bisnis', 'logistik']",positif
5.0,salah satu universitas bidang manajemen logistik dan supply chain terbaik yang hadir dan dapat menhasilkan lulusan yang siap kerja sebagai expertist di berbagai perusahaan yang bergerak di industri logistik,"['salah', 'universitas', 'bidang', 'manajemen', 'logistik', 'supply', 'chain', 'baik', 'hadir', 'menhasilkan', 'lulus', 'kerja', 'expertist', 'usaha', 'gerak', 'industri', 'logistik']",positif
5.0,salah satu kampus terbaik dibidang logistik yang dimiliki indonesialulusannya memiliki talenta yang luar biasa siap bersaing menghadapi perkembangan digital yang semakin lama semakin majukerennn,"['salah', 'kampus', 'baik', 'bidang', 'logistik', 'milik', 'indonesialulusannya', 'milik', 'talenta', 'saing', 'hadap', 'kembang', 'digital', 'majukerennn']",positif
5.0,kampus yang bagus untuk belajar logistik lulusannya sudah banyak yang bekerja diperusahaan logistik ternamaayo buruan daftar,"['kampus', 'bagus', 'ajar', 'logistik', 'lulus', 'usaha', 'logistik', 'ternamaayo', 'buru', 'daftar']",positif
5.0,pokokna mah kampus nya sae sangat saya sebagai mahasiswa ulbi merasa bangga karena lingkungan kampusnya yang ramah serta orangorangnya pada baik dan juga keren,"['pokokna', 'mah', 'kampus', 'nya', 'sae', 'mahasiswa', 'ulbi', 'bangga', 'lingkung', 'kampus', 'ramah', 'orangorangnya', 'keren']",positif
5.0,kampus yang berada di kawasan yang cocok untuk belajar ulbi mencetak generasi siap kerja dan menciptakan lapangan kerja lulus langsung kerja,"['kampus', 'kawasan', 'cocok', 'ajar', 'ulbi', 'cetak', 'generasi', 'kerja', 'cipta', 'lapang', 'kerja', 'lulus', 'langsung', 'kerja']",positif
5.0,kampusnya keren lokasinya nyaman dan cocok untuk belajar lulusannya sudah banyak berkiprah di industri kurir logistik dan bidang lainnya,"['kampus', 'keren', 'lokasi', 'nyaman', 'cocok', 'ajar', 'lulus', 'kiprah', 'industri', 'kurir', 'logistik', 'bidang']",positif
5.0,kampusnya bagus dosennya juga kerenkeren lulusannya sudah banyak yang bekerja dibidang manajemen logistik dan supply chain,"['kampus', 'bagus', 'dosen', 'kerenkeren', 'lulus', 'bidang', 'manajemen', 'logistik', 'supply', 'chain']",positif
1.0,tidak punya adap kegiatan tidak pagi siang malam tidak tahu hidup di lingkungan padat bahkan adzan pun mahasiswa tidak peduli berisik dan berisik,"['adap', 'giat', 'pagi', 'siang', 'malam', 'hidup', 'lingkung', 'padat', 'adzan', 'mahasiswa', 'peduli', 'berisik', 'berisik']",negatif
5.0,sekolah di sini enakkkk bgtttttttttt nyamannnnn fasilitas lengkappp beuhhh luas dosen nya baik baik banget tidak salah pilih kampus aku mah jaya selalu kampus ku ulbi,"['sekolah', 'enakkkk', 'bgtttttttttt', 'nyamannnnn', 'fasilitas', 'lengkappp', 'beuhhh', 'luas', 'dosen', 'nya', 'banget', 'salah', 'pilih', 'kampus', 'mah', 'jaya', 'kampus', 'ku', 'ulbi']",positif
5.0,kuliah di sini betah kampusnya asri bersih terus banyak spot2 yang instagramable banget gaes dosennya juga ganteng-ganteng baik hati dan smart,"['kuliah', 'betah', 'kampus', 'asri', 'bersih', 'spot2', 'instagramable', 'banget', 'gaes', 'dosen', 'ganteng', 'hati', 'smart']",positif
5.0,pernah menjalani diklat di kampus ini saat masih bernama poltekpos sekarang sudah berkembang menjadi ulbi semakin keren,"['jalan', 'diklat', 'kampus', 'nama', 'poltekpos', 'kembang', 'ulbi', 'keren']",positif
5.0,ponakan saya baru mau masuk kuliah disini kampusnya kerenilmu logistik dan bisnis internasional sangat cocok buat anak kuliah jaman now,"['ponakan', 'masuk', 'kuliah', 'kampus', 'kerenilmu', 'logistik', 'bisnis', 'internasional', 'cocok', 'anak', 'kuliah', 'jaman', 'now']",positif
5.0,kampusnya nyaman sagat asri,"['kampus', 'nyaman', 'sagat', 'asri']",positif
5.0,kampus yang keren menghasilkan lulusan yang terbaik dan bersaing cepat mendapat pekerjaansukses selalu ulbi,"['kampus', 'keren', 'hasil', 'lulus', 'baik', 'saing', 'cepat', 'pekerjaansukses', 'ulbi']",positif
1.0,jangan kuliah disini adik adik ini kampus sangat buruk banyak modus untuk mereka mencari uang,"['kuliah', 'adik', 'adik', 'kampus', 'buruk', 'modus', 'cari', 'uang']",negatif
5.0,kampus keren yang saya tahu ini universitas logistik pertama di indonesia lulusannya bisa kerja dimana saja dan lulusannya sudah siap memasuki lapangan kerja bravo ulbi,"['kampus', 'keren', 'universitas', 'logistik', 'indonesia', 'lulus', 'kerja', 'mana', 'lulus', 'pasuk', 'lapang', 'kerja', 'bravo', 'ulbi']",positif
5.0,salah satu kampus terbaik dan ternyaman sangat memadai dan juga asli sekali you ll be really comfortable studying here dosennya asik asik banget,"['salah', 'kampus', 'baik', 'nyaman', 'pada', 'asli', 'you', 'll', 'be', 'really', 'comfortable', 'studying', 'here', 'dosen', 'asik', 'asik', 'banget']",positif
5.0,universitas terbaik yang pernah kami lihat dengan segala keunggulan dan lulusannya banyak yang bekerja pada instansi pemerintah dan swasta,"['universitas', 'baik', 'lihat', 'unggul', 'lulus', 'instansi', 'perintah', 'swasta']",positif
5.0,tempat kuliah yang nyaman karena fasilitas dan kondisi alam yang mendukung tidak heran kalau mampu mencetak tenaga profesional dan berkelassukses terus buat ulbi dan almamaternya,"['kuliah', 'nyaman', 'fasilitas', 'kondisi', 'alam', 'dukung', 'heran', 'cetak', 'tenaga', 'profesional', 'berkelassukses', 'ulbi', 'almamater']",positif
5.0,kampus yang asri ditunjang fasilitas pendidikan yang lengkap lokasi kampus yang strategis menjadikan politeknik pos indonesia salah satu kampus idaman,"['kampus', 'asri', 'tunjang', 'fasilitas', 'didik', 'lengkap', 'lokasi', 'kampus', 'strategis', 'jadi', 'politeknik', 'pos', 'indonesia', 'salah', 'kampus', 'idam']",positif
